disease_name,gene_name
head and neck squamous cell carcinoma,POLD3; FGFR1; JAK2; TUBB4A; POLD2; BIRC2; TGFB3; CD274; PIK3CA; CDK4; NDUFAF1; IGF1R; EGFR; NDUFB8; RRM1; STAT3; INSR; NDUFA6; NDUFA4L2; TUBB; PRIM1; MT-ND6; MT-ND2; MT-ND5; MT-ND4; MAGEA3; PRKDC; TUBB3; BIRC3; POLD1; ERBB3; NDUFB4; FGFR3; NDUFB2; TGFB2; ABL1; POLA1; FLT1; TGFB1; CDK6; ALDH5A1; VEGFA; PDGFRB; EFNB2; KDR; PARP2; NDUFB5; TUBB2A; PDE5A; NDUFA9; ESR2; ERBB2; NDUFC2; NDUFS2; NDUFV3; JAK1; CTLA4; NDUFAF2; NDUFV1; NDUFS5; NDUFA3; TUBB6; TYMS; NDUFAF3; ERBB4; NDUFB1; PDCD1; MT-ND3; NDUFS3; NDUFA7; NDUFS1; FLT4; ESR1; NDUFB7; POLE2; TUBB1; TLR8; PIK3CG; EZH2; NDUFC1; NDUFS8; NDUFS7; NDUFB3; NDUFA8; DNMT3A; NDUFAF4; NDUFA10; NDUFB10; NDUFS6; PRIM2; POLE3; KIT; NDUFB6; FNTA; PIK3CD; PAH; RRM2; NDUFA11; POLD4; POLE; TIGIT; CSF1R; NDUFA12; SEMA4D; TUBB4B; NDUFA4; MT-ND1; FNTB; TUBB8; NDUFAB1; POLA2; HGF; PARP3; PTGS2; AURKA; FKBP1A; PTGS1; ITK; GPD2; NDUFA1; NDUFA5; DNMT1; NDUFA2; PDGFRA; TUBB2B; PARP1; NDUFB11; NDUFB9; NDUFS4; WEE1; ATR; NDUFV2; LCK; NDUFA13; BCR; MTOR; MT-ND4L; DHFR
heart disease,GABRA1; KCNK2; KCNK10; GABRE; GABRB2; GABRB3; GABRG3; GABRA5; GABRA3; GABRA4; GABRG2; PDE5A; GLRA1; ADRA2A; GABRA2; GABRB1; KCNK18; GABRP; GABRA6; GABRG1; KCNK9; KCNK3; ADRA2C; GABRD; GABRQ; ADRA2B
heart failure,ADRB1; GUCY1B1; SLC12A1; MYH7; TNNC1; ATP1A4; TUBB2B; HCN4; THRB; MYL3; TUBB6; GABRG3; GABRA5; TUBB4B; TUBB; MME; MYL4; TUBB3; ATP1A2; GABRA1; ATP1B3; TUBB4A; ATP1A3; MYL7; TNNT2; nan; MAS1; EDNRA; GABRA2; ACE; ATP1A1; GUCY1A1; PRKCB; NPR1; GABRA3; PTGS2; MYH7B; FKBP1A; PTGS1; MYL2; SCNN1A; HMGCR; GABRG2; IL1R1; CNR1; THRA; FXYD2; ATP1B1; AGTR1; GUCY1A2; PAH; ATP2A2; MYH6; TUBB8; SLC12A3; TUBB1; ATP1B2; TNNI3; TUBB2A; SLC5A2; NR3C2; PDE3B; GABRG1; PDE3A
hematologic disease,POLD1; POLD3; POLA2; FKBP1A; JAK1; POLD4; PRIM1; POLD2; PRIM2; RRM1; POLE2; POLA1; POLE3; POLE
hematopoietic and lymphoid cell neoplasm,FGFR2; HSP90AA1; HSP90AB1; POLE2; PDGFRB; CD274; DNMT1; IFNAR1; KIT; POLD4; TUBB8; BTK; LAG3; TUBB4A; POLD2; NR3C1; DNMT3A; CDK4; CD52; RARG; IMPDH2; IDH2; TUBB; DHFR; CD22; POLD3; ABL1; IL2RB; PSMB5; TUBB1; CSF3R; TOP2A; RARA; IL2RA; TUBB2A; UGCG; POLE3; TLR3; RRM1; TUBB6; POLE; TUBB3; CD38; POLA2; POLD1; RARB; TOP2B; FKBP1A; POLA1; HTR2A; IMPDH1; IDO1; TUBB2B; PRIM2; MS4A1; IFNAR2; BCR; TUBB4B; PDCD1; ELANE; PRIM1
hematopoietic and lymphoid system neoplasm,IMPDH1; PRIM2; IMPDH2; POLD3; POLE3; POLA2; FKBP1A; POLE2; POLA1; MS4A1; RRM1; POLE; POLD1; HTR2A; POLD2; CSF3R; POLD4; PRIM1
hemorrhage,TFPI; ADRB1; PGR; ADRA1A; PLG; CACNA1D; ADRB2; ADRA1B; ADRA1D; ADRA2C; PTGS1; EPOR; PGA5; PTGS2; CACNA1S; SERPINC1; MTNR1B; ADRB3; ADRA2B; CACNA1F; ATP4A; F10; ADRA2A; CACNA1C; MTNR1A; P2RY12; OXTR
hemorrhoid,GRIN2D; SCN3A; SCN9A; GRIN1; SCN4A; SCN7A; SCN1A; SCN5A; GRIN3B; GRIN2B; SCN2A; GRIN2C; SCN11A; GRIN2A; SCN10A; SCN8A; GRIN3A
hepatitis B virus infection,PTGS1; FAAH; IFNAR1; SCN9A; SCN5A; TRPV1; PTGS2; TLR8; IFNAR2; PDCD1; BIRC2; CD5; SCN2A; SCN11A; SCN10A; HRH1; SCN8A; SCN4A; BIRC3; HMGCR; SCN7A; SCN1A; SCN3A; FDPS; TLR7; TLR9
hepatitis C virus infection,GABRA3; OPRK1; IMPDH1; OPRD1; ATP1A4; PDE5A; ATP1A1; TLR7; ATP1A2; ATP1A3; ATP4A; OPRM1; GABRG2; MPL; CYP3A4; CYP3A7; GABRG1; TLR9; CYP3A43; PGR; ESR1; IL2RB; CYP3A5; IL2RA; IFNAR1; GABRA2; IFNAR2; IFNLR1; PDCD1; PPIA; DPP4; IL10RB; GABRA1; FKBP1A; SLC6A4; HMGCR; GABRG3; GABRA5
hepatocellular carcinoma,IGF1; FLT4; PIK3CB; FGFR2; FGFR3; SLC12A1; PSMC5; FKBP1A; JAK2; POLE2; PSMC6; CD40; PSMD7; TUBB4A; TGFBR1; PSMD11; FRK; NR3C1; PDGFRB; CRBN; HDAC1; PIK3CA; FLT3; SEM1; KDR; SMO; PSMA1; PARP2; ADRM1; TOP2A; RAF1; TUBB2A; CUL4A; PIK3R5; IFNAR1; PSMB6; PSMA5; KIT; PSMB4; PSMC2; BMP10; HDAC11; RET; PSMC3; DDB1; STAT3; POLD4; ERBB4; TIGIT; TUBB4B; PDCD1; SRC; PSMD12; PSMB11; GDF2; PSMB3; FYN; PSMC4; POLA2; PSMA4; PARP3; HDAC9; POLD1; FGFR1; XPO1; HDAC6; HSP90AB1; ABL1; RBX1; PSMC1; PSMA6; PSMA7; HCK; FLT1; PIK3R2; MET; PSMA2; ENG; DKK1; ITK; PSMD14; SRMS; MAP2K2; IL2RA; BLK; PSMB7; EGFR; HDAC8; PSMA8; BRAF; DDR2; PSMD6; CSF2; IGF2; RRM1; CDK1; PSMD2; YES1; LCK; HDAC2; NTRK1; PSMB10; TLR9; PSMB9; TUBB8; FGR; ERBB3; BIRC5; PSMD8; IL2RB; PSMA3; TUBB1; POLA1; POLD2; VEGFA; CD274; CDK9; IGF1R; ERBB2; PARP1; FGFR4; JAK1; AR; PIK3CD; HDAC3; TYMS; CSF1R; CCR4; MAPK11; PSMD13; BCR; HRH1; TLR7; DPP4; PRIM1; PSMB8; LYN; PSMB1; HDAC7; HDAC4; PTGS2; POLD3; HSP90AA1; LAG3; HDAC10; PSMB5; TNFRSF10A; PIK3CG; PSMD3; HDAC5; PIK3R3; TEK; CDK2; PSMB2; IDO1; CDK7; PDGFRA; TUBB2B; ESR2; EPHA2; PIK3R1; PRIM2; GPC3; POLE3; MERTK; IFNAR2; PSMD4; IL6R; CTLA4; AXL; MAP2K1; PSMD1; TUBB6; POLE; AURKB; TUBB; CSF2RA; MTOR; TOP1; TUBB3; ADORA3
hepatorenal syndrome,ADRB1; AVPR2; AVPR1A; ADRA1B; ADRA2C; AVPR1B; ADRA2B; ADRA1D; ADRA2A; ADRB2; ADRA1A; AGTR1; ADRB3
hepatosplenic T-cell lymphoma,BLK; BCR; FGR; FYN; KIT; YES1; HCK; SRMS; LCK; ABL1; FRK; PDGFRB; EPHA2; SRC; LYN
hereditary angioedema,F11; HMGCR; BDKRB2; PPIA; ATP1A2; ATP1A3; F12; ATP1A1; C1S; ATP1A4; KLKB1
high grade B-cell lymphoma,BTK; POLD3; HDAC10; POLE2; TUBB1; POLA1; HDAC1; CSF3R; TOP2A; HDAC8; HDAC11; BRD3; BCL2; TUBB6; PDCD1; TUBB; TUBB3; HDAC4; FKBP1A; NR3C1; CRBN; PIK3CA; CUL4A; PRIM2; POLE3; CD3D; DDB1; HDAC2; CD79B; POLA2; HDAC9; PIK3CB; HDAC7; POLD1; TOP2B; IMPDH1; POLD2; CD274; BRDT; BRD4; MS4A1; PIK3CD; POLE; IMPDH2; PRIM1; BRD2; CD22; HDAC6; RBX1; TUBB4A; HDAC5; PPAT; TUBB2A; TUBB2B; CD3G; SYK; RRM1; CD52; HDAC3; POLD4; CD19; CCR4; TUBB4B; CD3E; DHFR; TUBB8
hilar cholangiocarcinoma,POLE2; POLE3; HDAC6; POLA1; POLD4; PRIM1; POLD3; POLD2; PRIM2; RRM1; POLA2; POLD1; POLE
hyperlipidemia,AGTR1; PCSK9; CACNA1S; CACNA1D; CETP; CACNA1F; HMGCR; NPC1L1; VDR; CACNA1C
hypertension,NDUFS1; NDUFB2; PDE6C; CACNA1F; NDUFS8; HMGCR; CHRNB4; PDE1B; NDUFA1; PDE6B; NDUFAF1; CYP19A1; AGTR1; ADRA2A; CACNA1C; NR3C2; PDE1C; CACNA1D; ACE; CYP3A7; NDUFV1; SCN11A; PDE7B; PDE4B; ADRB3; NDUFA4; MT-ND5; MT-ND1; NDUFA7; SLC12A3; PDE8A; NDUFB7; NDUFC1; GPD2; ADRA1A; nan; NDUFAF4; MAS1; NDUFA2; PDE5A; NDUFS6; NDUFB9; SCN3A; NDUFS2; NDUFAF2; NDUFB8; ADRA1B; NDUFB1; ADRA2C; NDUFA13; DPP4; AVPR1B; MT-ND6; PDE7A; ADRA2B; SCN4A; ADRB1; NDUFB4; CHRNA3; PTGS1; PDE4C; PDE10A; SLC29A1; PDE1A; NDUFS7; CNR1; NDUFB3; NDUFA8; PDE6A; NDUFB5; SCN2A; NDUFA9; NDUFB10; REN; SCN1A; NDUFB11; EDNRA; PDE6D; XDH; CHRNB2; CYP3A4; NDUFS4; AVPR1A; NDUFS5; ADRB2; PAH; ADRA1D; PDE3A; IMPDH2; NDUFV2; NDUFA12; NDUFA6; SCN10A; SCN8A; MT-ND4; NDUFAB1; CYP3A43; GUCY1B1; PDE4A; PTGS2; CACNA1S; CHRNA4; CYP3A5; IMPDH1; GNRHR; SCNN1A; PDE8B; PDE4D; NR3C1; AVPR2; NDUFA5; NDUFA10; DDC; EDNRB; SCN7A; PDE6H; NDUFC2; PDE3B; PDE9A; NDUFV3; NDUFB6; NPR1; SCN9A; NDUFA3; NDUFA11; NDUFAF3; SCN5A; DRD1; MC2R; PDE6G; NDUFA4L2; PDE2A; MT-ND2; MT-ND3; MT-ND4L; NDUFS3
hypopharyngeal carcinoma,PRKCQ; CDK4; PDPK1; PRKCA; PRKCI; PRKCB; HDAC2; PRKCH; TLR8; TUBB4A; CDK2; CHEK1; PRKCZ; HDAC6; TUBB1; HDAC1; TUBB2A; TUBB2B; TUBB6; PRKD1; TUBB4B; TUBB; TUBB8; CDK6; PRKD3; PRKCG; EGFR; PRKCD; PRKCE; HDAC3; TOP1; TUBB3
hypotension,CACNA1S; CACNA1F; PLG; AVPR2; ADRA2A; CACNA1C; ADRA1B; ADRA1D; AVPR1B; ADRA2B; ADRB1; ADRA1A; CACNA1D; ADRB3; AVPR1A; ADRA2C; GUCY1B1; nan; ADRB2
iatrogenic botulism,KCNH4; KCNA1; KCNC4; KCNC1; KCNC3; KCNA10; KCNV2; KCNA4; KCNB2; KCNQ1; KCNH2; KCNQ2; KCNA7; KCNH3; KCNH5; KCNH1; KCNF1; KCNV1; KCNS3; KCNH7; KCNG1; KCND1; KCNQ4; KCNS1; KCNA6; KCNB1; KCNC2; KCNG4; KCNG3; KCNG2; KCNA5; KCNS2; KCND3; KCNH6; KCNA3; KCNA2; KCNH8; KCNQ3; KCND2; KCNQ5
idiopathic pulmonary fibrosis,PIK3CB; FGFR3; TGFB2; PIK3CG; SLC6A4; PDGFRB; PIK3R3; PIK3CA; nan; LOXL2; PDGFRA; BLK; PIK3R5; MS4A1; KIT; ADRB2; LCK; LYN; FGR; ADRB1; GUCY1B1; FGFR2; FLT1; FRK; TGFB3; CD274; KDR; SSTR4; PIK3R1; IL13; YES1; SSTR2; BCR; FYN; HCK; TGFB1; PIK3R2; CCN2; SMO; LGALS3; SSTR1; EPHA2; FGFR4; PIK3CD; SSTR3; FLT4; FGFR1; ABL1; IL4; SRMS; SSTR5; SRC; MTOR
immune system disease,CD38; POLD1; POLE2; POLA1; TYK2; POLD2; TNFSF4; PRIM2; POLE3; SCN10A; IGHE; SCN4A; PTGS2; HMGCR; HRH2; ROCK2; SCN2A; SCN9A; CYSLTR1; TRPV1; SCN8A; ITGAL; POLA2; ROCK1; POLD3; RIPK1; SCN1A; SCN3A; CD52; POLE; PTGS1; NR3C1; FAAH; SCN7A; RRM1; SCN11A; POLD4; SCN5A; HRH1; PRIM1; TNF
infection,CD4; GABRA1; ADRB1; GUCY1B1; RARB; FKBP1A; ATP1A3; SERPINC1; ADRA1A; nan; CYP3A7; ADRB2; RARG; GABRA5; SSTR3; CYP3A43; PTGS1; CYP3A5; GABRG2; NR3C1; SLC22A11; ADRA1B; SSTR2; GABRG3; ADRA2C; TRPV1; ADRA2B; GABRA3; DPEP1; ATP1A2; PTGER3; VDR; HRH2; RARA; ATP1A4; SSTR1; SSTR5; GABRG1; ATP1A1; ADRB3; SLC22A6; PTGS2; FAAH; CCR2; SSTR4; SLC22A8; ADRA2A; GABRA2; CCR5; CYP3A4; ADRA1D; HRH1
infectious disease,BTK; GABRA1; ADORA2A; ADORA1; ADORA3; GABRA2; ADORA2B; ATP4A; GABRG3; GABRA3; GABRG2; GABRG1; GABRA5
infertility,PDE6C; GNRHR; GPD2; NDUFB3; CSF3R; NDUFA1; NDUFA10; LHCGR; PDE5A; NDUFA9; NDUFB11; NDUFB9; NDUFC2; PDE3B; PDE1C; NDUFV2; MT-ND2; NDUFS3; NDUFAB1; NDUFB4; ESR1; NDUFB7; PDE4C; NDUFC1; PDE10A; PDE4D; PDE1B; NDUFA5; NDUFB10; NDUFS6; PDE6D; PDE9A; NDUFS4; ADORA2B; FSHR; NDUFA3; PDE7B; NDUFAF3; NDUFA6; NDUFA13; MT-ND6; MT-ND3; PDE7A; NDUFS1; PDE4A; PDE8A; NDUFB2; GHR; NDUFS7; NDUFA8; ADORA2A; PDE6A; DRD2; NDUFS2; NDUFV3; NDUFB8; PTGDR2; NDUFB1; NDUFA12; PDE2A; NDUFA4; MT-ND4; NDUFA7; PGR; NDUFS8; PDE8B; PDE1A; NDUFAF4; NDUFA2; PDE6B; NDUFB5; NDUFAF1; CYP19A1; PDE6H; NDUFAF2; NDUFB6; NDUFV1; NDUFS5; PDE3A; NDUFA11; PDE4B; PDE6G; NDUFA4L2; MT-ND5; MT-ND1; MT-ND4L
infiltrating bladder urothelial carcinoma,TUBB1; MET; TUBB2A; TUBB2B; TUBB6; TACSTD2; CD274; TUBB; NECTIN4; AR; TUBB3; TUBB4A; KDR; CTLA4; TUBB4B; TOP1; TUBB8
infiltrating urothelial carcinoma,HDAC8; HDAC11; HDAC7; HDAC4; HDAC5; CTLA4; HDAC9; HDAC6; HDAC10; HDAC1; CD274; HDAC3; HDAC2
inflammation,NDUFB4; PTGS2; GABRP; CYP26A1; GABRA4; NDUFC1; NR3C1; NDUFA1; PPARG; ATP1A4; GABRA2; IL20; GABRB1; ADRB2; ADRA1D; NDUFAF3; NDUFA12; NDUFA6; MT-ND2; MT-ND4; NDUFS1; ADRB1; GUCY1B1; NDUFB2; PTGS1; GABRE; ATP1A3; NDUFS8; GABRG2; GPD2; ADORA2A; NDUFA5; NDUFA10; NDUFA2; NDUFAF1; NDUFB10; NDUFB9; CHRNB2; ATP1A1; NDUFS4; NDUFB6; GABRB3; KCNK9; ADRA1B; NDUFA4L2; NDUFA13; KCNK18; MT-ND3; MT-ND4L; DHFR; ALOX5; RARB; NDUFB7; KCNK10; CHRNA4; NDUFB3; nan; NDUFB5; GABRA6; GABRB2; GLRA1; NDUFV3; GABRG1; ADORA1; NDUFV1; NDUFS5; RARG; NDUFA11; OXTR; GABRG3; NDUFB1; ADRA2C; GABRA5; GABRD; ADRB3; NDUFA4; MT-ND6; MT-ND5; NDUFS3; NDUFAB1; GABRA3; ATP1A2; GABRA1; KCNK2; MAPK10; MAPK14; HMGCR; NDUFS7; NDUFA8; ADRA1A; NDUFAF4; RARA; CHRM3; NDUFA9; NDUFS6; NDUFB11; ADRA2A; NDUFC2; NDUFS2; NDUFAF2; NDUFB8; ADORA2B; NDUFA3; KCNK3; NDUFV2; ELANE; MT-ND1; NDUFA7; GABRQ; ADRA2B; ADORA3
inflammatory bowel disease,ICAM1; TYK2; VDR; S1PR4; PPAT; S1PR3; JAK3; ITGB7; S1PR2; ITGA4; XDH; S1PR1; S1PR5; JAK2; RIPK1; IL18; JAK1
inflammatory breast carcinoma,TUBB2B; ERBB2; PARP1; TUBB; HDAC2; PARP3; HDAC9; HDAC7; HDAC4; HDAC10; TUBB1; HDAC5; HDAC1; HDAC11; PLK1; HDAC3; TUBB8; TUBB4A; TUBB2A; HDAC8; TYMS; TUBB4B; HDAC6; VEGFA; PARP2; TUBB6; TUBB3
influenza,ATP1A3; HMGCR; IFNAR2; ATP1A1; GABRG3; GABRG2; NR3C1; GRIN3B; ATP1A4; GABRA2; GRIN2A; ATP1A2; TLR8; GRIN2D; IFNAR1; GABRA5; GRIN3A; GABRA3; GABRA1; TSG101; GRIN2C; GABRG1; GRIN1; TLR7; GRIN2B
injury,PTGS2; OPRM1; EGLN1; INSR; P4HTM; EPOR; HTR2A; NR3C1; CNR1; SCN4A; PTGS1; SLC6A4; SNAP25; KLKB1; FKBP1A; ALDH5A1; PLG; EGLN3; AGTR1; EGLN2
insomnia,GABRA3; GABRA1; PTGS1; CACNG1; MTNR1B; HCRTR2; SLC6A3; GABRB2; ADRA2A; GABRA2; CACNA1D; CACNA2D3; GABRG1; GABRG3; GABRQ; CACNA2D2; CACNG5; CACNA1I; CACNA1F; HTR2A; GABRG2; HCRTR1; CACNG8; GABRA6; HTR2C; CACNA1B; CACNA1C; CACNA2D1; GABRB1; CACNG2; ADRA2C; GABRD; CACNG3; CACNA1G; CACNB1; CACNG4; CACNA1S; GABRE; CACNB3; GABRA5; CACNA1E; ADRA2B; PTGS2; GABRP; CACNG7; GABRA4; CACNG6; CACNA1A; CACNA2D4; CACNB2; GABRB3; MTNR1A; CACNB4; CACNA1H; HRH1
insulin resistance,CHRNA3; CYP3A5; CHRM1; AR; CHRNB4; CYP3A7; CHRM2; TLR7; CYP3A43; ACHE; CHRM3; INSR; TLR9; FGF1; NR3C1; KLB; CYP3A4
intrahepatic cholangiocarcinoma,TGFB1; POLD2; NR3C1; CD274; POLE3; POLD1; POLE2; POLA1; TGFB3; POLD4; POLA2; POLD3; TGFB2; TYMS; POLE; PRIM1; PRIM2; RRM1
invasive breast ductal carcinoma,TUBB4B; TUBB4A; PIK3CA; TUBB2A; TUBB3; TUBB1; VDR; TUBB2B; CYP19A1; TUBB8; TUBB6; TUBB
inverted papilloma,PRKCI; PRKD1; PRKCQ; CDK6; PRKD3; PRKCG; PDPK1; CHEK1; PRKCE; PRKCZ; PRKCD; PRKCB; PRKCH; CDK2; CDK4; PRKCA; TOP1
irritable bowel syndrome,SSTR4; SSTR2; CLCN2; SCN2A; SSTR1; SSTR5; RET; SCN5A; SSTR3; VDR; CRHR1; SCN7A; SCN10A; SCN8A; SCN4A; SCN1A; SCN3A; SCN11A; SCN9A; CNR2
ischemia reperfusion injury,PGR; PDE5A; SLC5A2; PDE3A; ESR2; ADRB2; ADRB1; ESR1; MTNR1B; PTGIR; TNF; MTNR1A; EPOR
juvenile idiopathic arthritis,TYK2; ATP4A; PDCD1; DHFR; PTGS2; PTGS1; IL1B; IL6R; JAK2; JAK3; JAK1
kidney cancer,POLA2; FLT4; HDAC9; HDAC4; FGFR3; HSP90AB1; IL2RB; TUBB1; FLT1; PIK3CG; VEGFA; CD274; FLT3; RAF1; TUBB2B; PIK3R1; EGFR; KIT; IFNAR2; RARG; TUBB6; MTOR; TUBB8; PIK3CB; HDAC7; FGFR2; POLE2; CSF3R; PIK3CA; MAP2K2; KDR; RARA; IL2RA; TUBB2A; PIK3R5; HDAC8; BRAF; FDPS; FGFR4; HDAC11; RET; TYMS; CSF1R; PRIM1; POLD3; HSP90AA1; HDAC5; PDGFRB; HDAC1; SERPINC1; POLE3; CTLA4; RRM1; MAP2K1; HDAC3; LCK; TUBB; TUBB3; POLD1; RARB; FGFR1; FKBP1A; HDAC6; HDAC10; POLA1; TUBB4A; PIK3R2; POLD2; ITK; PIK3R3; PDGFRA; IFNAR1; PRIM2; EEF2; PIK3CD; BCL2; POLD4; POLE; TUBB4B; PPIA; HDAC2; ADA
kidney disease,CYP3A43; PIK3CB; RPL31; FKBP1A; GABRP; HRH3; CHRNA4; RPS16; TYK2; PIK3R2; CYP3A5; RPL19; RPL34; OPRM1; ITK; FAAH; RPL21; RPL23; F10; TPH1; RPL36; KLB; EGLN1; SCN7A; RPL13A; EML4; RPL37; GABRA6; EGFR; RPL10; RPL7; NR3C2; CACNA1D; SSTR5; GABRB1; RPL9; HTR4; RPS14; RPL27A; RPSA; SLC22A11; ADRB2; SCN9A; TACR3; RPS9; PIK3CD; HDAC3; BCL2; RPL38; CHRNA7; POLD4; GRIN1; RPS17; RPL35A; GABRD; SELL; DPP4; CFD; LPA; RPL10A; RPL41; RPS18; EGLN2; GRIN2B; SCN4A; GABRA1; ADRB1; GLP2R; HDAC4; POLD3; PGR; ITGB5; RPLP0; POLE2; POLA1; BMX; DHODH; CDK6; PIK3CG; IMPDH1; FGF1; PDGFRB; RPS15; GRIN3B; RPL22; CD2; KDR; RPS4Y1; IL2RA; MTNR1B; RPS6; RPS24; TPH2; SLC5A2; RPS2; PIK3R5; RPS27A; SCN1A; AGTR1; PIK3R1; GABRA2; MS4A1; KIT; BRAF; CYP3A7; CYP11B1; RPL8; GRIN2C; JAK1; GABRG1; HDAC11; RET; GABRB3; AR; CD52; S1PR1; RPS21; RPL4; RPL15; POLE; IMPDH2; SSTR2; GRIN2A; DRD1; PPARA; PLA2G2A; ADRB3; SCN8A; HBA1; SELE; BTK; FLT4; POLD1; PTGS2; TXK; CACNA1S; OPRK1; RPL6; PTGS1; JAK2; ABL1; RPL3; RPS19; JAK3; MET; POLD2; HDAC5; CTSC; RPS13; RPS12; GABRG2; NR3C1; OPRD1; HDAC1; PIK3R3; PIK3CA; CXCR4; RPS10; PPARG; EDNRB; SCN2A; HCRTR2; ITGAV; PDE5A; RPS11; RPL11; RPS3A; GABRB2; HDAC8; HTR2C; POLE3; SLC22A8; EDNRA; RPL30; CYP3A4; RPL26; RPL13; AXL; SCN11A; MTNR1A; CHRM1; GRM5; P2RY12; ALK; NPM1; GABRG3; SCN5A; DGAT1; HBA2; PPIA; HDAC2; RPS26; SLC22A6; RPL12; PRIM1; RPL23A; GRIN3A; RPL39; RPS29; RPS28; RPL36A; MC1R; ITGB3; RPL17; GABRQ; SSTR3; RPS20; GABRA3; POLA2; HDAC9; HDAC7; RPL18; MAOB; PLA2G10; FGFR1; RPS5; HDAC6; SLC5A1; HDAC10; CACNA1F; GABRE; FLT1; SLC6A2; GRIN2D; RPL18A; RPL28; GABRA4; GNRHR; PPARD; RPL24; RPS25; CNR1; TNFSF11; HCRTR1; FLT3; RPL5; PLA2G5; EGLN3; RPL27; RAF1; CHRM3; RPS15A; CDK4; TEC; RPL35; RPLP1; SSTR1; RPS8; RPL32; PRIM2; RPL7A; RPS3; FAU; CACNA1C; SCN3A; CACNA2D1; CHRNB2; CCR5; FGFR4; RPL29; PCSK9; DRD5; RPS7; SELP; RPS27; P4HTM; SCN10A; GABRA5; RPS23; BCR; RPL14; HRH1; TRPV1; RPL37A; RPS4X; HBB
kidney failure,SCN4A; POLD1; KCNK2; GABRA4; CD2; SCN1A; GABRB2; PRIM2; GABRA2; GABRB1; GABRB3; POLE; ADRA2C; GABRA5; KCNK18; SCN8A; ADRA2B; GABRA1; SLC12A1; FKBP1A; GABRP; POLE2; GABRE; IMPDH1; GABRG2; SERPINC1; SCN7A; ADRA2A; SCN3A; KCNK9; SCN9A; KCNK3; IMPDH2; GABRG3; SCN10A; GABRD; KCNK10; POLD2; GABRA6; GABRG1; KLKB1; RRM1; SCN5A; PRIM1; GABRA3; POLA2; PTGS2; POLD3; F11; PTGS1; POLA1; F12; SCN2A; ENPEP; GLRA1; POLE3; MS4A1; SCN11A; CD52; POLD4; C1S; GABRQ
kidney neoplasm,POLE2; POLD2; ERBB2; POLD1; POLD3; ABCB1; POLA1; POLE3; POLD4; PRIM1; PRIM2; RRM1; POLA2; IL2RB; IL2RA; POLE; CD3E
laryngeal squamous cell carcinoma,TLR8; HDAC1; TUBB2B; EGFR; PRKD1; HDAC6; CDK6; CDK4; TUBB2A; ERBB2; CHEK1; TUBB6; PRKCH; TUBB4A; PRKD3; PRKCB; PRKCE; ATR; TUBB4B; TUBB; HDAC2; PRKCQ; PRKCZ; TUBB1; CDK2; PRKCG; PDPK1; PRKCA; PRKCI; PRKCD; HDAC3; TOP1; TUBB3; TUBB8
lethal midline granuloma,CDK6; PRKCG; PRKCI; PRKCD; PRKCB; PRKCE; PRKD1; PRKCH; PRKCZ; PRKD3; TOP1; PRKCQ; CDK2; CDK4; PDPK1; CHEK1; PRKCA
leukemia,BTK; POLA2; POLD1; PRKCQ; HDAC4; TFRC; SLC12A1; RARB; ABCB1; HSP90AB1; JAK2; ABL1; PSMB5; POLA1; CDK6; CRBN; HDAC1; TUBA1B; PRKCG; MAP2K2; MEN1; IL2RA; IL15RA; PDGFRA; SCN7A; BLK; CUL4A; IFNAR1; AKT1; PARP1; PRKCA; LY96; MS4A1; XDH; JAK1; RET; CD3D; RRM1; TUBA1A; HDAC3; RARG; YES1; TYMS; TUBB4B; PPIA; CSF2RA; DHFR; FGR; SCN4A; FYN; IFNGR1; HDAC9; FGFR2; TOP2B; HSP90AA1; PTPRC; ITGB5; FKBP1A; RBX1; HCK; AKT2; CD33; TFR2; FRK; DNMT3A; TUBA4A; KDR; SMO; TOP2A; CDK7; IL6; TLR4; PIM1; TUBB2A; TUBB2B; ITGAV; PDPK1; PIK3R5; EPHA2; POLE3; KIT; IFNAR2; CD3G; HDAC11; PRKCB; TUBA1C; FNTA; SCN9A; CDK1; BCL2; TUBB6; POLE; CD19; IMPDH2; SCN5A; TOP1MT; ADA; SCN8A; PRIM1; NTRK1; TXNRD1; CD3E; TOP1; FNTB; TUBB8; FLT4; PIK3CB; PRKCZ; POLD3; AURKA; HDAC6; IL2RB; HDAC10; POLE2; PIM2; FLT1; TUBB4A; JAK3; PIK3CG; POLD2; VEGFA; HMGCR; PDGFRB; PRKD3; TNFRSF8; CXCR4; SRMS; PARP2; DNMT1; RAF1; CDK4; CDK9; NTRK3; PIK3R1; PRIM2; NTRK2; NR3C2; SCN3A; PRKCD; PLK1; SCN11A; PIK3CD; POLD4; LCK; BCR; PDCD1; HDAC2; SRC; CD22; PRKCH; HDAC7; TUBB1; FCER2; PIK3R2; IMPDH1; HDAC5; NR3C1; CD2; AKT3; PIK3R3; KMT2A; CSF3R; PIK3CA; FLT3; CDK2; RARA; SCN2A; KIF11; SCN1A; HDAC8; CHEK1; TUBA3E; BRAF; IFNGR2; PRKCI; EEF2; DDB1; MAP2K1; CD52; PRKCE; AURKB; PRKD1; SCN10A; TUBB; TUBA3C; PIM3; LYN; TUBB3; ITGB3
liposarcoma,HDAC4; CDK6; HDAC1; HDAC11; PDCD1; DNMT3A; CDK4; HDAC2; HDAC9; HDAC7; HDAC5; DNMT1; MDM2; HDAC6; HDAC10; TP53; HDAC8; HDAC3
