disease_name,gene_name
desmoplastic small round cell tumor,ABL1; TUBB1; KIT; TUBB6; TUBB4B; TUBB; TOP1; VEGFA; KDR; BCR; TUBB3; TUBB4A; PDGFRB; TUBB2A; TOP1MT; TUBB8; TUBB2B
diabetes insipidus,NDUFB7; NDUFS8; GPD2; NDUFA5; NDUFC2; NDUFV3; NDUFB6; NDUFS5; NDUFV2; NDUFA4; AVPR1B; MT-ND1; MT-ND4L; HMGCR; NDUFS7; NDUFB3; NDUFA8; AVPR2; NDUFA10; NDUFB5; NDUFAF1; NDUFS6; NDUFS2; NDUFAF2; NDUFA3; OXTR; MT-ND6; MT-ND5; NDUFS3; NDUFS1; NDUFB4; NDUFC1; NDUFAF4; NDUFA2; NDUFA9; NDUFB10; AVPR1A; NDUFA6; NDUFA13; MT-ND2; NDUFAB1; NDUFB2; NDUFA1; NDUFB11; NDUFB9; NDUFS4; NDUFB8; NDUFV1; NDUFA11; NDUFAF3; NDUFB1; NDUFA12; NDUFA4L2; MT-ND3; MT-ND4; NDUFA7
diabetes mellitus,NDUFAB1; CALCR; ABCC8; SCN4A; NR1H4; ATP1A2; GABRA1; NDUFS1; PTGS2; PGR; FKBP1A; NDUFB2; SI; ESR1; PTGS1; PDE6C; NDUFB7; SLC5A1; CA2; ATP4A; SLC6A4; NDUFC1; NDUFS8; VDR; GLP1R; SLC29A1; HMGCR; PDE4D; FGF1; NR3C1; GPD2; NDUFS7; NDUFB3; NDUFA8; TNFSF11; CD80; PDE1B; NDUFAF4; NDUFA1; F10; FFAR1; THRA; NDUFA5; NDUFA10; NDUFA2; PPARG; IL2RA; KLB; NDUFB5; SCN7A; NDUFAF1; PDE5A; NDUFA9; SLC5A2; NDUFB10; SCN1A; AGTR1; NDUFS6; NDUFB9; ADRA2A; IL18; NDUFC2; CACNA2D1; GRIA1; ACE; PDE9A; GABRG1; NDUFAF2; NDUFS4; NDUFB6; NDUFB8; NDUFV1; SCN11A; NDUFS5; NPR1; SCN9A; NDUFA3; INSR; ADRA1D; PDE3A; NDUFA11; NDUFV2; NDUFB1; NDUFA12; NDUFA6; NDUFA4L2; NDUFA13; GABRA5; PPARA; KCNJ11; NDUFA4; DPP4; MT-ND6; MT-ND2; MT-ND5; MT-ND3; MT-ND4; BRD2; CASP12; MT-ND4L; NDUFS3; MGAM; NDUFA7; ADRA2B; NPC1L1; ADRB1; NDUFB4; SLC12A1; CACNA1S; AKR1B1; ACHE; GABRP; SLC6A2; GABRA4; PPARD; VEGFA; GHR; PDE8B; IL1R1; GRIA2; CXCR4; GRIA3; MTNR1B; SCN2A; CASP1; BRDT; IGF1R; BRD4; REN; NDUFB11; GPR119; EDNRA; NR3C2; PDE3B; SCN3A; PDE1C; NDUFS2; NDUFV3; GABRB1; ATP1A1; GRIK3; CASP7; CA4; PCSK9; P2RY12; ADRA1B; PDE7B; NDUFAF3; SCN5A; PDE6G; PDE2A; ADRB3; PPIA; MT-ND1; GCGR; SLC12A3; PDE8A; CACNA1F; GABRE; GRIK5; PDE1A; SERPINC1; ADRA1A; ADORA2A; ATP1A4; PDE6H; ESR2; GABRA6; DRD2; CACNA1C; GABRA2; GRIA4; PDE6D; XDH; FGFR4; CASP3; GABRB3; PRKCB; MTNR1A; CD52; ADORA2B; ADRA2C; PDE4B; SCN10A; GABRD; SCN8A; CASP4; PDE7A; AMY2A; GABRQ; CASP10; GIPR; GABRA3; SOAT1; CASP8; PDE4A; CASP14; ATP1A3; PDE4C; CASP2; C5; PDE10A; GABRG2; CD86; CCN2; CASP9; PDE6A; PDE6B; APLNR; EDNRB; CASP5; CASP6; GABRB2; GRIK4; THRB; CACNA1D; GRIK2; VKORC1; ADRB2; BRD3; GRIK1; GAA; F2; GABRG3; MME; MGAM2
diabetic foot,NDUFAB1; ADRB1; COL4A4; NDUFB7; NDUFC1; SERPINC1; NDUFA8; nan; F10; ADORA2A; COL5A1; NDUFB5; MMP7; COL2A1; NDUFS6; PTGIR; NDUFV3; COL1A2; NDUFB6; COL3A1; COL4A3; NDUFA3; INSR; COL24A1; COL18A1; NDUFB1; EPOR; COL4A1; COL4A5; DPP4; COL11A2; COL15A1; COL6A6; NDUFS1; GUCY1B1; NDUFB4; COL5A3; COL1A1; GPD2; NDUFS7; MMP8; NDUFB3; NDUFAF4; PDGFRA; MMP13; NDUFA9; COL6A1; COL6A2; NDUFC2; NDUFS2; NDUFV1; NDUFS5; ADRB2; NDUFA11; NDUFV2; NDUFA6; COL4A6; MT-ND3; MT-ND4; MT-ND4L; COL28A1; NDUFA7; COL11A1; FGFR2; XPO1; NDUFB2; FLT1; NDUFS8; PDGFRB; NDUFA1; KDR; NDUFA5; NDUFA2; COL4A2; NDUFAF1; NDUFB9; COL6A3; COL6A5; NDUFA4L2; NDUFA13; MMP1; COL27A1; MT-ND2; MT-ND5; MT-ND1; COL5A2; NDUFS3; CXCR4; NDUFA10; NDUFB10; NDUFB11; NDUFAF2; NDUFS4; NDUFB8; NDUFAF3; NDUFA12; NDUFA4; MT-ND6
diabetic macular edema,LAMC3; PTGS2; PTGS1; APEX1; CA2; VEGFA; NR3C1; CHRNB4; PGF; CCR2; PTPRB; COL2A1; REN; DRD2; HTR4; COL1A2; PRKCB; ADRB2; VEGFB; EPOR; COL4A1; COL4A6; LAMA3; LAMC2; COL11A1; COL5A3; FKBP1A; LAMB1; ANGPT2; COL5A1; IGF1R; COL6A1; COL6A2; ITGB2; CCR5; TLR3; AR; ADRA1B; LAMB2; COL6A5; PPARA; COL4A5; LAMA2; ITGAL; DRD4; CHRNA3; PGR; LAMB4; LAMA1; COL1A1; LAMA4; FN1; ADRA1A; LAMA5; LAMC1; AGTR1; VEGFC; IL6R; COL24A1; ADRA1D; COL11A2; COL5A2; TNF; ADRB1; COL4A4; COL4A2; SIGMAR1; DRD3; COL6A3; COL3A1; COL4A3; COL18A1; GRIN2A; COL27A1; LAMB3; COL15A1; COL6A6; COL28A1
diabetic nephropathy,ADRB1; PDE8A; CHRNA4; PDE4C; GLP1R; HMGCR; PDE8B; ADRA1A; EREG; ADORA2A; PPARG; PDE6B; TUBB2B; PDE5A; AGTR1; CACNA1C; NR3C2; PDE3B; PDE1C; CACNA1D; XDH; PDE9A; CHRNB2; ABCA1; PDE7B; ADRA1D; CYSLTR1; TUBB6; PDE4B; PDE6G; EPOR; HRH1; MAP3K5; TUBB3; NISCH; PDE4A; SLC12A3; PTGS2; KEAP1; CACNA1S; PDE6C; VDR; PDE4D; PDE1A; NFE2L2; PTGER2; PDE6A; PDE6H; PDE6D; ACE; JAK1; INSR; PPARA; TUBB; AGER; SLC12A1; JAK2; CACNA1F; SLC6A2; IKBKB; TUBB4A; TGFB1; IMPDH1; SLC6A4; PDE10A; PDE1B; TUBB2A; HCN4; ADRA2A; TGFA; ADORA2B; PDE3A; IMPDH2; MC2R; PDE2A; TUBB4B; PDE7A; TUBB8; NR1H4; FKBP1A; CMA1; PTGS1; TUBB1; HTR2A; CCR2; SLC5A2; REN; EDNRA; CCR5; PTGER1; ADRA1B; ADRA2C; ADRA2B
diabetic neuropathy,SCN4A; CACNA2D2; PTGS2; NDUFB7; SLC6A2; SLC6A4; VDR; VEGFA; FAAH; GRIA2; NDUFAF4; NDUFA1; NDUFA10; SCN2A; SCN7A; NDUFAF1; PDE5A; SCN1A; NDUFS6; NDUFB9; CACNA2D1; GRIA1; NDUFAF2; NDUFB6; PRKCB; NDUFV1; SCN11A; PDE3A; NDUFA11; AGTR2; ADRA2C; SCN10A; NDUFA4L2; NDUFA4; HRH1; TRPV1; SCN8A; MT-ND2; MT-ND5; MT-ND4L; GRIN2B; NDUFB4; PDE4A; NDUFB2; PTGS1; HTR2A; PDE4C; NDUFS8; PDE10A; TTR; CNR1; HCRTR1; GRIA3; NDUFB5; HCRTR2; NDUFB10; SLC6A3; TRPM8; SCN3A; NDUFS2; GRM5; SCN9A; NDUFA3; GRIN1; NDUFAF3; GRIN2A; NDUFB1; SCN5A; NDUFA12; NDUFA6; MT-ND6; NDUFA7; GUCY1B1; AKR1B1; TRPA1; NDUFC1; OPRM1; NDUFS7; GRIN3B; OPRD1; nan; NDUFA9; HTR2C; SIGMAR1; CACNA1B; ADRA2A; NDUFC2; GRIN2C; NDUFS5; AR; NDUFV2; NDUFA13; MAOA; GRIN3A; MT-ND3; MT-ND4; MT-ND1; ADRA2B; NDUFAB1; NDUFS1; OPRK1; HDAC6; GRIN2D; PDE4D; GPD2; NDUFB3; NDUFA8; NDUFA5; NDUFA2; PPARG; SNAP25; NGF; SLC5A2; NDUFB11; GRIA4; MS4A1; NDUFV3; NDUFS4; NDUFB8; INSR; PDE4B; NDUFS3
diabetic polyneuropathy,OPRK1; SLC6A2; SLC6A4; OPRM1; OPRD1; HMGCR; OPRL1; CHRNB2; TRPV1; CHRNA4
diabetic retinopathy,PTGS2; FGFR1; HCK; NDUFS8; FRK; VEGFA; PTGFR; SRMS; NDUFA2; SSTR4; NDUFAF1; NDUFA9; NDUFB11; GUCY1A2; NDUFAF2; NDUFS5; SSTR2; LCK; NDUFB1; NDUFA6; NDUFA4L2; PPARA; SRC; MT-ND6; NDUFAB1; GUCY1B1; FGFR2; PTGS1; FLT1; NR3C1; GPD2; nan; NDUFA10; BLK; SSTR1; SLC5A2; ADRA2A; NDUFS2; GUCY1A1; NDUFA3; INSR; NDUFAF3; NDUFV2; NDUFA13; MT-ND2; MT-ND3; MT-ND1; MT-ND4L; NDUFS3; ADRA2B; SSTR3; FGR; FYN; NDUFS1; FKBP1A; NDUFB2; HMGCR; MMP8; NDUFB3; PGF; NDUFAF4; NDUFB5; MMP7; MMP13; NDUFB10; NDUFS6; PLA2G7; DRD3; ACE; SSTR5; NDUFB6; NDUFB8; NDUFA11; YES1; ADRA2C; NDUFA4; EPHB4; NDUFB4; SLC9A3; AKR1B1; NDUFB7; NDUFC1; PDGFRB; NDUFS7; NDUFA8; NDUFA1; KDR; NDUFA5; DDC; NDUFB9; NDUFC2; NDUFV3; NDUFS4; PRKCB; NDUFV1; NDUFA12; MMP1; MT-ND5; MT-ND4; LYN; NDUFA7
diastolic heart failure,HCN4; NPR1; MTOR; SCN4A; NR3C2; CPT2; ADRB1; EDNRB; PDE5A; SLC5A2; EDNRA; CPT1B; SLC12A1; SCN5A
diffuse intrinsic pontine glioma,FGR; FYN; HDAC4; TOP2B; CDK6; EPHB6; POLD2; FRK; HDAC1; BLK; EPHA5; EGFR; NTRK2; KIT; HDAC11; RET; HDAC3; NPM1; LCK; EPHB4; SRC; NTRK1; ITGB3; POLA2; EPHA3; HDAC7; HDAC6; ABL1; HDAC10; HCK; CD276; HDAC5; VEGFA; TEK; FLT3; EPHB2; PDGFRA; IFNAR1; EPHA2; HDAC8; EPHB1; ALK; POLD4; YES1; ERBB4; EPHB3; EPHA10; WT1; BCR; TUBB; HDAC2; TUBB3; TUBB8; ERBB3; EPHA8; POLD3; ITGB5; FKBP1A; TUBB1; POLA1; FLT1; CRBN; SRMS; KDR; TOP2A; EPHA7; TUBB2B; EML4; CTLA4; DDB1; POLE; TUBB4B; PDCD1; TOP1; LYN; FLT4; HDAC9; POLD1; EPHA6; RBX1; POLE2; PTK6; TUBB4A; MET; PDGFRB; EPHA4; CDK4; TUBB2A; ITGAV; CUL4A; NTRK3; ERBB2; PRIM2; EPHA1; POLE3; IFNAR2; RRM1; TUBB6; TLR7; PRIM1
diffuse large B-cell lymphoma,CD38; NDUFAB1; CD79B; RPS20; BTK; FYN; CD22; POLA2; TNFRSF9; POLD1; POLD3; XPO1; RPS5; FKBP1A; HDAC6; ABL1; RPL3; RBX1; POLE2; PSMB5; CD40; TUBB1; FLT1; GSR; TUBB4A; RPS16; RPS19; TYK2; CDK6; PIK3CG; MET; IMPDH1; POLD2; RPL19; FRK; VEGFA; NR3C1; PDGFRB; CRBN; RPL24; NDUFS7; RPL22; HDAC1; PIK3R3; NDUFA8; CSF3R; DNMT3A; CD274; TNFRSF8; PIK3CA; FLT3; RPL21; NDUFAF4; RPS10; NDUFA1; RPL23; KDR; RPS4Y1; DNMT1; TOP2A; RARA; RPS15A; MDM2; CDK9; RPS6; TUBB2A; TUBB2B; BCL2L10; RPS24; NDUFA9; CUL4A; BCL2A1; RPS2; PIK3R5; BRD4; AKT1; EPHA2; RPL32; PRIM2; HDAC8; NDUFB11; IL2RG; NDUFB9; POLE3; RPL7A; RPL30; MS4A1; KIT; BRAF; RPL8; RPL26; RPL29; HDAC11; RPL9; NDUFS4; RPS14; SYK; NDUFB6; RPL27A; PRKCB; CD3D; RRM1; DDB1; RPSA; NDUFS5; MAP2K1; BRD3; CDK1; BCL2L1; PIK3CD; HDAC3; BCL2; RPS7; RPL15; TUBB6; TYMS; POLE; CD19; IMPDH2; LCK; RPL35A; PRKD1; NDUFA13; BCR; EPOR; TUBB4B; PDCD1; HLA-DRB1; TUBB; PPIA; RPS26; PRIM1; CSF2RA; RPL23A; MT-ND1; RPL39; BRD2; RPS29; RPL41; TLR9; BCL2L2-PABPN1; TUBB3; TUBB8; NDUFS1; HDAC9; HDAC7; PRKCQ; HDAC4; RPL31; TOP2B; AURKA; RPL6; NDUFB2; PTGS1; IL2RB; HDAC10; POLA1; CD37; PIK3R2; RPL28; RPL34; NDUFS8; ALDH5A1; AKT3; FAAH; CXCR4; RPL5; SRMS; PRKCG; MAP2K2; NDUFA5; BCL2L2; RPL36; NDUFA10; NDUFA2; IL2RA; NDUFB5; BLK; NDUFAF1; RPLP1; RPL13A; RPS8; UBA3; RPS3A; RPS3; FAU; PRKCA; CD3G; IL6R; CCR5; JAK1; NDUFAF2; CD52; RPS9; RPS21; RARG; NDUFA11; POLD4; RPS27; NDUFAF3; NPM1; TIGIT; CSF1R; NDUFB1; RPS23; RPL14; HDAC2; HRH1; TLR7; TRPV1; CD47; SRC; RPL37A; HLA-DRB5; RPL10A; MT-ND5; CSNK1E; RPS18; HLA-DRB3; RPL17; NDUFA7; FGR; TNFRSF17; PIK3CB; RARB; HSP90AA1; RPLP0; LAG3; HSP90AB1; NDUFB7; EZH2; HDAC5; NDUFC1; RPS13; VDR; RPS12; RPS15; RPS25; NDUFB3; TNFRSF10B; CDK2; RPL27; RAF1; PDGFRA; RPL35; BRDT; NDUFB10; RPS11; RPL11; MCL1; EML4; RPS27A; NDUFS6; RPL10; RPL7; NDUFC2; TNFRSF13C; RET; RPL13; NDUFV1; ALK; RPL38; YES1; NDUFV2; NDUFA4L2; NDUFA4; RPL12; RPS4X; MT-ND6; MTOR; MT-ND3; LYN; PRKCH; FLT4; SPHK2; RPL18; NDUFB4; PRKCZ; PTGS2; JAK2; HCK; TLR8; AKT2; JAK3; RPL18A; GPD2; PRKD3; CDK7; CDK4; TP53; RPL37; PIK3R1; NDUFS2; GART; NAE1; NDUFV3; PRKCI; CTLA4; PRKCD; NDUFB8; STAT3; NDUFA3; PRKCE; RPL4; ATR; RPS17; NDUFA12; NDUFA6; ROR1; MT-ND2; CD3E; MT-ND4; TOP1; MT-ND4L; NDUFS3; HLA-DRB4; DHFR; RPS28; RPL36A
diffuse large B-cell lymphoma of the central nervous system,BTK; NR3C1; CRBN; MS4A1; BCL2; RBX1; DDB1; PDCD1; DHFR; CUL4A
diffuse scleroderma,TGFB2; TUBB4A; CD86; CD80; PPARG; TUBB2A; IGF1R; TUBB6; TUBB4B; TUBB; TUBB1; TGFB1; PPARD; IL1B; TUBB2B; IMPDH2; TUBB3; TUBB8; PDE5A; PPARA; MC1R; ROCK1; IMPDH1; TGFB3; TNFRSF8; ROCK2
digestive system neoplasm,DNMT1; TYMS; PDGFRB; ERBB2; SSTR3; KDR; TOP1; FLT4; DNMT3A; SSTR1; EGFR; KIT; SSTR5; SSTR2
digestive system neuroendocrine neoplasm,FLT4; RRM2B; PDGFRB; KCNJ8; SSTR4; PDGFRA; SSTR1; SSTR5; CTLA4; RRM1; SSTR2; KCNJ11; TOP1; SSTR3; TOP2B; FKBP1A; FLT1; SLC6A2; TOP2A; IFNAR1; PDCD1; FLT3; KDR; KIT; IFNAR2
dilated cardiomyopathy,MAPK14; HMGCR; SLC5A2; AGTR1; CACNA1D; ACE; ADRB3; ADRB1; CACNA1F; CSF3R; ADRA1A; NR3C2; MYL3; ADRA1B; SCN5A; MYH7B; CACNA1S; MYH7; CACNA1C; ADRB2; ADRA1D; MYL4; SCN4A; MYL7; MYL2; MYH6
discoid lupus erythematosus,PDE4A; JAK2; PDE4C; IL17A; TNF; RBX1; TYK2; JAK1; PDE4B; JAK3; DDB1; LILRA4; PDE4D; CRBN; CUL4A
dislocation,GABRP; GABRA4; GABRB1; GABRA5; GABRD; GABRA3; GABRE; GLRA1; GABRG1; HRH1; GABRQ; GABRG2; GABRA1; GABRA6; GABRB2; GABRA2; GABRB3; GABRG3
drug dependence,GABRA3; ATP1A2; OPRK1; GABRP; CHRNA4; GABRE; OPRM1; GABRG2; GRIN3B; OPRD1; GABBR2; SLC6A3; SCN1A; HTR2C; DRD3; GABRG1; ATP1A1; ADRB2; KCNK3; GABRG3; GRIN2A; SCN5A; ADRA2C; GABRA5; GABRD; MAOA; GABBR1; DRD4; CACNA1F; HTR2A; SLC6A2; SLC6A4; BCHE; CNR1; ADRA1A; OPRL1; ATP1A4; SCN7A; DRD2; CACNA1C; GABRA2; CACNA2D1; CACNA1D; CHRNB2; GRIN2C; GABRB1; SCN11A; KCNK9; SCN9A; ADRA1D; GRIN1; OXTR; SCN10A; KCNK18; SCN8A; GRIN3A; GRIN2B; ADRA2B; GABRA1; COMT; KCNK10; HRH3; ATP1A3; GRIN2D; GABRA4; ADORA2A; SCN2A; GLRA1; SIGMAR1; ADRA2A; SCN3A; ADRA1B; EPOR; TLR5; GABRQ; SCN4A; CACNA1S; KCNK2; ACHE; VDR; MTNR1B; GABRA6; GABRB2; SLC18A2; GABRB3; MTNR1A; HTR1F
drug interaction,CYP3A43; FLT4; FLT1; HRH2; GABRA2; XDH; CYP3A7; HDAC9; HDAC4; PTGS1; CYP3A5; HMGCR; HCRTR1; HCRTR2; HDAC8; HDAC11; IMPDH2; GABRA5; HDAC2; OPRK1; HDAC10; ATP4A; IMPDH1; GCK; HDAC5; OPRM1; ALDH5A1; GABRG2; HDAC1; CNR1; SCN9A; HDAC3; GABRG3; DRD1; DHFR; GABRA3; GABRA1; HDAC7; PTGS2; HDAC6; GLS; KDR; CYP3A4; GABRG1
drug-induced liver injury,NR3C1; TUBB6; TUBB8; TUBB4A; TUBB2B; IMPDH2; TUBB1; TUBB2A; TUBB4B; TUBB; NR1H4; IMPDH1; TUBB3
dry eye syndrome,PTGS2; CHRNA3; ESR1; PTGS1; CHRNA4; NR3C1; ADRA1A; MMP7; MMP13; NTRK3; NTRK2; ADRA2A; P2RY1; P2RY6; ADRA1D; P2RY2; ADRA2C; P2RY4; PPIA; ITGAL; TBXAS1; FKBP1A; JAK2; IL17A; PTGFR; PPARG; SYK; INSR; TRPV1; ADRA2B; ADORA3; OPRK1; TYK2; JAK3; IMPDH1; PPARD; OPRM1; OPRD1; IL1B; PPP3CA; CACNA2D1; ITGB2; CHRNB2; JAK1; CHRM1; ADRA1B; IMPDH2; MC2R; MMP1; NTRK1; CHRNB4; MMP8; SNAP25; CHRM3; RARG
duodenal ulcer,PTGS1; ATP4A; HRH2; CLCN2; MMP8; MMP13; PTGS2; P2RY12; ATP4B; MMP1; PTGER3; MMP7; PGA5
dyspepsia,MGLL; SCTR; ACHE; ATP4A; CCKBR; DRD2; HTR3B; HTR4; HTR1A; HTR3E; HTR3D; PGA5; ADRA2B; HTR2A; SLC6A2; SLC6A4; TACR1; ADRA2A; CACNA2D1; CCKAR; ADRA2C; HTR3A; HTR3C; HRH1; HRH2; HTR2C
dysplasia of cervix,RARB; SCN2A; SCN3A; SCN11A; TYMS; SCN4A; RARA; SCN1A; SCN5A; SCN7A; SCN9A; RARG; SCN10A; SCN8A
dysuria,PDE4A; PDE8A; SCN2A; SCN5A; PDE4B; SCN10A; PDE7A; SCN7A; SCN3A; SCN9A; PDE7B; PDE8B; PDE4D; SCN1A; SCN11A; SCN4A; PDE4C; SCN8A
eating disorder,SCN4A; GABRA1; DRD4; GABRP; GABRE; OPRD1; SCN7A; GABRA6; DRD3; GABRA2; GRIA4; SCN3A; GRIN2C; GABRB1; GRIK3; SLC18A2; GRIN1; GABRG3; GRIN2A; SCN5A; SCN10A; GABRD; SCN8A; GRIN3A; GABRQ; OPRK1; HTR2A; SLC6A2; GABRA4; OPRM1; GLP1R; GRIN3B; SCN2A; SLC6A3; GABRB2; DRD2; GRIA1; GABRG1; GABRB3; HTR3A; SCN11A; GRIK1; HTR1A; OXTR; GABBR1; GRIN2B; GABRA3; PGR; GRIN2D; SLC6A4; GABRG2; GRIA2; SCN1A; HTR2C; GRIK4; GRIK2; GABRA5; CA2; GRIK5; GRIA3; GABBR2; CA4; SCN9A; NPY2R
edema,SLC12A3; SLC12A1; CA2; NR3C1; CA12; PLG; CA1; CA4; FKBP1A; SCNN1A; HRH1
embryonal rhabdomyosarcoma,FKBP1A; TUBB2B; TUBB4B; TUBB3; TUBB8; TUBB2A; TOP1; TOP2B; TUBB1; TUBB4A; TOP2A; TUBB6; TUBB; IGF1R
emphysema,CHRM3; PDE4A; PDE4C; HMGCR; PDE4D; MMP13; AGTR1; ADRB2; P2RY12; ELANE; RARB; PTGS1; TNFSF13B; NR3C1; MMP8; RARA; PDE5A; PDE4B; PTGS2; IL2RA; MMP7; RARG; MMP1
endometrial adenosquamous carcinoma,POLA2; FKBP1A; TUBB4A; VEGFA; MAP2K2; TUBB2A; TUBB2B; RRM1; TUBB6; TUBB4B; TUBB; TUBB3; TUBB1; TOP2A; PRIM2; POLD4; PRIM1; TUBB8; POLD1; POLD3; POLE2; POLA1; POLE3; MAP2K1; POLD2; CSF3R; POLE
endometrial cancer,POLA2; NDUFS1; NR1H3; FLT4; PIK3CB; NDUFB4; PGR; XPO1; ESR1; NDUFB7; POLE2; FLT1; TUBB4A; PIK3R2; ATP4A; POLD2; NDUFC1; NDUFS8; VDR; VEGFA; NR3C1; PDGFRB; GPD2; NDUFS7; CD274; PIK3CA; CDK2; NDUFA1; TUBA4A; NDUFA5; PARP2; NDUFA10; TOP2A; CDK7; BLK; CDK9; NDUFAF1; NDUFA9; ESR2; NDUFB10; PIK3R5; PARP1; NDUFS6; PRIM2; EGFR; NDUFC2; TUBA3E; KIT; NDUFS2; GART; NDUFV3; JAK1; CTLA4; NDUFAF2; NDUFS4; NDUFB6; NDUFS5; PIK3CD; NDUFA11; POLD4; TUBB6; YES1; NDUFB1; TOP1MT; NDUFA12; NDUFA6; NDUFA4L2; NDUFA13; NDUFA4; TUBB; MT-ND6; MT-ND5; MTOR; MT-ND4; MT-ND1; MT-ND4L; NDUFS3; TUBB3; TUBB8; NDUFA7; NDUFAB1; POLD1; PTGS2; NDUFB2; ABL1; TUBB1; AKT2; PIK3CG; DKK1; HMGCR; PIK3R3; NDUFB3; NDUFA8; FLT3; NDUFAF4; KDR; NR1H2; NDUFA2; CDK4; NDUFB5; TUBB2B; ERBB2; AKT1; NDUFB11; NDUFB9; POLE3; FGFR4; NDUFB8; RRM1; TUBA1C; NDUFV1; NDUFA3; ALK; TYMS; POLE; NDUFAF3; NDUFV2; CSF1R; BCR; PDCD1; HRH1; PRIM1; MT-ND2; MT-ND3; FYN; PARP3; FGFR2; FGFR1; FKBP1A; STS; POLA1; MET; FOLR1; FRK; HRH2; AKT3; SRMS; IDO1; PDGFRA; MDM2; TUBB2A; CYP19A1; TP53; PIK3R1; LCK; TUBB4B; SRC; TUBA3C; TOP1; DHFR; LYN; FGR; FGFR3; POLD3; PTGS1; HCK; CDK6; GNRHR; CSF3R; TUBA1B; EPHA2; EML4; TUBA1A; AR; CDK1; NPM1; TIGIT; CSF2RA
endometrial carcinoma,NDUFS1; FLT4; PARP3; AKT2; CDK6; PIK3CG; MET; NDUFS8; PRKD3; NDUFAF4; KDR; NDUFA10; TUBB2A; TUBB2B; NDUFB10; PIK3R5; ERBB2; EGFR; KIT; NDUFV3; PRKCI; CTLA4; NDUFS4; NDUFS5; MAP2K1; NDUFA12; PDCD1; MT-ND5; MTOR; MT-ND3; TOP1; NDUFS3; TUBB8; NDUFAB1; PRKCH; NDUFB4; PRKCQ; LAG3; ABL1; NDUFB7; TUBB1; TUBB4A; PIK3R2; NDUFA8; CDK2; MAP2K2; CDK4; NDUFAF1; CYP19A1; AKT1; PARP1; NDUFS6; PIK3R1; NDUFB9; CHEK1; NDUFC2; PRKCD; NDUFA3; PRKCE; TUBB6; TACSTD2; PRKD1; NDUFA6; NDUFA4L2; BCR; NDUFA4; TUBB; MT-ND4; PIK3CB; PGR; FKBP1A; NDUFB2; ESR1; FLT1; VEGFA; GPD2; NDUFS7; AKT3; PIK3R3; NDUFB3; CD274; PIK3CA; NDUFA5; PARP2; KRAS; ESR2; NDUFAF2; NDUFB6; PRKCB; NDUFAF3; NDUFB1; NDUFA13; TUBB4B; MT-ND6; MT-ND2; MT-ND1; MT-ND4L; TUBB3; PRKCZ; NDUFC1; HMGCR; PDGFRB; PGF; NDUFA1; PRKCG; IDO1; NDUFA2; NDUFB5; NDUFA9; PDPK1; NDUFB11; PRKCA; NDUFS2; NDUFB8; NDUFV1; PIK3CD; NDUFA11; TYMS; NDUFV2; TXNRD1; NDUFA7
"endometrial endometrioid adenocarcinoma, variant with squamous differentiation",TUBB4A; TOP2A; TUBB4B; TUBB1; TUBB6; TUBB3; CSF3R; TUBB2A; TUBB2B; TUBB; TUBB8
endometrial neoplasm,FLT4; PARP3; TUBB1; FLT1; PIK3R3; TUBB2A; PIK3R5; PIK3R1; TUBB6; PIK3R2; KDR; TOP2A; TUBB2B; TUBB4B; TUBB; PGR; CD274; PARP2; CYP19A1; PARP1; PIK3CD; PDCD1; TUBB3; TUBB8; PIK3CB; TUBB4A; PIK3CG; PIK3CA; MTOR
endometrioid carcinoma,NDUFAB1; TUBB1; TUBB4A; VEGFA; CSF3R; MAP2K2; NDUFA2; TUBB2A; TUBB2B; NDUFAF1; CYP19A1; PARP1; HDAC8; POLE3; JAK1; NDUFAF2; RRM1; NDUFV1; NDUFA3; HDAC3; POLD4; TUBB6; NDUFAF3; NDUFV2; NDUFB1; NDUFA12; NDUFA4L2; TUBB4B; NDUFA4; TUBB; MT-ND5; MTOR; TUBB3; TUBB8; NDUFB4; HDAC4; FKBP1A; HDAC6; HDAC10; POLA1; NDUFC1; NDUFS8; NDUFB3; NDUFA5; PRIM2; NDUFB11; NDUFB9; TUBA1C; NDUFS5; NDUFA13; MT-ND3; MT-ND1; POLA2; NDUFS1; PARP3; HDAC7; POLD1; POLD3; NDUFB2; NDUFB7; IL2RB; POLD2; NDUFS7; HDAC1; NDUFA8; PTK2B; NDUFA1; PARP2; IL2RA; NDUFB5; NDUFA9; NDUFB10; TUBA3E; NDUFS2; NDUFV3; NDUFS4; NDUFB6; NDUFB8; WEE1; TUBA1A; MAP2K1; PTK2; NDUFA11; TOP1MT; PRIM1; MT-ND6; MT-ND2; MT-ND4L; HDAC9; JAK2; POLE2; HDAC5; GPD2; TUBA1B; NDUFAF4; TUBA4A; NDUFA10; NDUFS6; NDUFC2; HDAC11; EEF2; POLE; NDUFA6; HDAC2; TUBA3C; CSF2RA; MT-ND4; NDUFS3; NDUFA7
