disease_name,gene_name
grade II meningioma,SSTR5; SSTR2; TOP1; VEGFA; SSTR1; EGFR; CTLA4; PDCD1; SSTR3; SSTR4
grade III glioma,FLT4; FGFR3; PTGS2; RARB; FGFR1; FLT1; ITK; FLT3; RARA; PDE5A; RET; RARG; TYMS; IMPDH2; HDAC2; HDAC1; KDR; PDGFRA; PARP1; IMPDH1; PDGFRB; RAF1; KIT; BRAF; HDAC3; FKBP1A; HDAC6; ALDH5A1; PARP2; CSF1R; LCK
grade III meningioma,SSTR5; CTLA4; PDCD1; VEGFA; TOP1; SSTR3; SSTR1; SSTR2; SSTR4; EGFR
graft versus host disease,HDAC9; POLD1; HDAC4; POLD3; FKBP1A; HDAC6; JAK2; IL2RB; POLE2; POLA1; IMPDH1; POLD2; HDAC5; SELPLG; HMGCR; IL12B; NR3C1; PDGFRB; CD86; HDAC1; TNFRSF8; CD80; FLT3; SMO; DNMT1; ROCK2; IL2RA; TUBB2A; TUBB2B; CUL4A; PRIM2; HDAC8; POLE3; MS4A1; KIT; CCR5; JAK1; EEF2; POLD4; POLE; IMPDH2; TUBB4B; HDAC2; PRIM1; CD3E; TUBB3; BTK; HDAC7; GLP2R; FGFR2; ABL1; HDAC10; PSMB5; TUBB1; TUBB4A; ITGA4; DNMT3A; IL6R; HDAC11; RRM1; DDB1; HDAC3; TUBB; DPP4; DHFR; TUBB8; ITGAL; POLA2; ROCK1; TOP2B; RBX1; CRBN; CNR1; CSF3R; TOP2A; LHCGR; ITGB2; CD52; BSG; BCR; TNF; IL10RB; TNFSF13B; CD2; ITGB7; IL22RA1; TUBB6; PPIA; ADA; ELANE
hairy cell leukemia,BTK; FYN; CD22; POLD1; POLD3; IMPDH1; RRM1; POLD4; IMPDH2; BCR; POLE2; HCK; EPHA2; MS4A1; KIT; IFNAR2; EEF2; MAP2K1; DHFR; LYN; POLA1; POLD2; MAP2K2; BLK; PRIM2; POLE3; BRAF; YES1; POLE; LCK; ADA; SRC; PRIM1; FGR; POLA2; FKBP1A; ABL1; FRK; PDGFRB; SRMS; IL2RA; IFNAR1
head and neck carcinoma,TUBB4A; TUBB2A; TUBB6; GRIN2A; PDCD1; TUBB3; TUBB8; GRIN2D; GRIN3B; EGFR; GRIN1; TUBB1; TUBB2B; GRIN2C; TYMS; TUBB4B; GRIN3A; CACNA2D1; TUBB; GRIN2B
head and neck malignant neoplasia,FYN; POLA2; PARP3; EPHA3; POLD1; POLD3; AURKA; FKBP1A; PTGS1; POLE2; TUBB1; SLC6A2; POLD2; SLC6A4; NR3C1; PDGFRB; CRBN; GPD2; EPHA4; HDAC1; DNMT3A; CD274; NDUFA1; SRMS; TUBA4A; NDUFA5; NDUFA10; DNMT1; NDUFA2; PPARG; IL2RA; TUBB2A; NDUFA9; NDUFB10; IFNAR1; EGFR; EPHA1; POLE3; NDUFC2; TUBA3E; SCN3A; EPHB1; KIT; NDUFS2; NDUFV3; HDAC11; NDUFAF2; NDUFB6; TUBA1A; NDUFV1; DDB1; SCN11A; INSR; HDAC3; NDUFA11; POLD4; TYMS; POLE; NDUFV2; ERBB4; EPHA10; BCR; TNFRSF18; DPYD; TUBA3C; PRIM1; MT-ND2; MT-ND5; MT-ND3; MT-ND4; TOP1; MT-ND4L; DHFR; TUBB3; NDUFAB1; ATP1A2; FLT4; ERBB3; NDUFB4; FGFR2; EPHA8; PTGS2; EPHA6; HSP90AA1; NDUFB2; HDAC6; HSP90AB1; NDUFB7; IL2RB; RBX1; PSMB5; MSLN; EPHB6; NDUFS8; NDUFS7; NDUFB3; NDUFA8; CXCR4; FLT3; TUBA1B; THRA; KDR; IDO1; EPHB2; MTNR1B; EPHA7; CDK4; TUBB2B; NDUFAF1; CUL4A; ERBB2; NDUFS6; PRIM2; HDAC8; NDUFB9; POLR3A; GART; ATP1A1; NDUFS4; RRM1; TUBA1C; MTNR1A; FNTA; NDUFA3; TUBB6; EPHB3; SCN5A; STING1; NDUFA12; NDUFA6; NDUFA4L2; EPOR; TUBB4B; PDCD1; TUBB; EPHB4; MT-ND6; MT-ND1; FCGR3A; NDUFS3; FNTB; TUBB8; SCN4A; HDAC9; HDAC4; PGR; ABL1; HDAC10; CD40; PTK6; POLA1; TUBB4A; ATP1A3; HDAC5; OPRM1; CSF3R; TEK; NDUFAF4; PARP2; ATP1A4; NDUFB5; SCN7A; BLK; KIF11; IGF1R; TP53; SLC6A3; EPHA2; PARP1; SCN1A; EPHA5; NDUFB11; IFNAR2; CTLA4; RET; NDUFB8; NDUFS5; P2RY12; RRM2; NDUFAF3; LCK; NDUFB1; NDUFA13; HDAC2; SCN8A; SRC; LYN; NDUFA7; FGR; NDUFS1; HDAC7; POLR1A; FGFR1; HCK; FLT1; ATP4A; CDK6; NDUFC1; FRK; ALDH5A1; VEGFA; TOP2A; SCN2A; THRB; SCN9A; BCL2; YES1; POLR2A; SCN10A; TNFRSF4; NDUFA4
head and neck neoplasia,FLT4; FLT1; PDGFRB; PDGFRA; TYMS; ERBB2; PDCD1; MET; TEK; KIT; ICOS; FLT3; KDR; EGFR
head and neck squamous cell carcinoma,FGR; PDK2; FYN; NDUFS1; FLT4; PDK3; FGFR3; EPHA8; POLD3; FGFR1; TGFB2; JAK2; NDUFB7; HCK; FLT1; TUBB4A; TGFB1; ATP4A; PIK3CG; POLD2; BIRC2; VEGFA; NR3C1; GPD2; AKT3; NDUFB3; NDUFA8; TGFB3; CD274; PIK3CA; KIR2DL1; NDUFA10; EPHB2; PDGFRA; CDK4; NDUFAF1; IGF1R; EPHA2; PARP1; EGFR; IL2RG; GART; NDUFB8; RRM1; STAT3; CXCL8; INSR; NDUFA11; POLE; ERBB4; TIGIT; CSF1R; NDUFA12; NDUFA6; NDUFA4L2; TUBB4B; PDCD1; DPYD; TUBB; CD47; PRIM1; CSF2RA; MT-ND6; MT-ND2; MT-ND5; MT-ND4; MT-ND4L; MAGEA3; KIR2DL3; PRKDC; TUBB3; NDUFA7; POLA2; BIRC3; PARP3; POLD1; ERBB3; NDUFB4; FKBP1A; LAG3; NDUFB2; ABL1; TUBB1; POLA1; CD276; AKT2; CDK6; NDUFS8; FRK; OPRM1; ALDH5A1; ITK; PDGFRB; NDUFS7; EPHA4; PIK3R3; EFNB2; NDUFA1; KDR; PARP2; NDUFA2; NDUFB5; BLK; TUBB2A; TUBB2B; PDE5A; NDUFA9; ESR2; ERBB2; EPHA5; NDUFS6; NDUFC2; EPHB1; KIT; NDUFS2; NDUFV3; JAK1; CTLA4; NDUFAF2; NDUFS4; RET; NDUFV1; NDUFS5; NDUFA3; PIK3CD; POLD4; TUBB6; TYMS; NDUFAF3; NDUFV2; LCK; NDUFB1; NDUFA13; BCR; MTOR; MT-ND3; MT-ND1; NDUFS3; EPHA3; PTGS2; OPRK1; ESR1; POLE2; TLR8; MET; EZH2; NDUFC1; DNMT3A; TEK; NDUFAF4; SRMS; NDUFA5; IDO1; NDUFB10; PIK3R5; PRIM2; EPHA1; NDUFB11; POLE3; PDK1; BMP10; NDUFB6; FNTA; PAH; RRM2; YES1; EPHA10; SEMA4D; NDUFA4; EPHB4; DHFR; FNTB; TUBB8; KIR2DL2; NDUFAB1; PDK4; NOX1; BTK; HGF; PIK3CB; EPHA6; NOX4; AURKA; PTGS1; IL2RB; PTK6; PIK3R2; EPHB6; CSF3R; FLT3; DNMT1; KLRC1; EPHA7; AKT1; PIK3R1; NDUFB9; WEE1; ATR; EPHB3; SRC; LYN; GDF2
hearing loss,SCN4A; MAPK10; NR3C1; IL1B; SCN1A; SCN3A; SCN5A; IL1R1; SCN2A; SCN11A; SCN10A; SCN7A; SCN9A; SCN8A
heart disease,SCN4A; GABRA1; ADRB1; KCNK2; PDE6C; KCNK10; GABRE; TUBB4A; PDE10A; SLC29A1; PDE8B; PDE5A; PDE6H; GABRB2; ACE; PDE9A; GABRB3; ADRA1D; GABRG3; GABRA5; SCN8A; PDK4; GABRA3; TUBB1; PDE4C; GABRA4; HMGCR; GABRG2; PDE4D; PDE6A; TUBB2A; GLRA1; ADRA2A; GABRA2; PDE6D; GABRB1; SLC18A2; SCN11A; SCN9A; ADRA1B; SCN5A; PDE4B; PDE2A; KCNK18; TUBB4B; TUBB; TUBB3; PDE4A; SLC12A3; PDE8A; PTGS2; CACNA1S; GABRP; CACNA1F; ADRA1A; PDE1B; F10; PDE6B; SCN7A; SCN1A; GABRA6; PDE3B; SCN3A; PDE1C; CACNA1D; GABRG1; KCNK9; KCNK3; PDE7B; TUBB6; ADRA2C; PDE6G; GABRD; TUBB8; GABRQ; ADRA2B; PDK2; PDK3; PTGS1; PDE1A; SCN2A; TUBB2B; CACNA1C; PDK1; VKORC1; P2RY12; PDE3A; SCN10A; PDE7A
heart failure,NDUFAB1; ATP1A2; ADRB1; GUCY1B1; ATP1B3; SLC12A1; MYH7B; CACNA1S; ACHE; CMA1; MYH7; NDUFB7; ATP1A3; MYL7; TNNC1; IL1R1; TNNT2; NDUFB3; ADRA1A; nan; NDUFA1; ATP1A4; TUBB2B; FXYD2; HCN4; PDE5A; THRB; GUCY1A2; MYL3; ADORA1; GUCY1A1; SLC22A11; AR; ADRB2; ADRA1B; NDUFA3; RXFP1; TUBB6; NDUFV2; GABRG3; NDUFA12; NDUFA13; GABRA5; TUBB4B; ADRB3; TUBB; MME; MYH6; MYL4; MT-ND6; MT-ND3; MT-ND4; MT-ND1; CPT1B; MT-ND4L; TUBB3; GABRA1; SLC12A3; NDUFB2; CACNA1F; TUBB4A; TRPV4; MYL2; GLP1R; GHR; MAS1; NDUFA10; NDUFA2; NDUFB5; NDUFAF1; ENPEP; SLC5A2; NDUFB10; AGTR1; EDNRA; GABRA2; MS4A1; CPT2; CACNA1D; XDH; ACE; PDE9A; ATP1A1; NDUFB6; PRKCB; BDKRB2; NDUFS5; NPR1; PDE3A; ATP2A2; NDUFB1; SLC22A12; MT-ND5; MTOR; NDUFA7; GABRA3; NDUFB4; PTGS2; FKBP1A; PTGS1; NDUFS8; SCNN1A; HMGCR; GABRG2; NR3C1; GPD2; CNR1; NDUFAF4; F10; THRA; NDUFA5; RXFP2; EDNRB; ATP1B1; REN; NDUFS6; NDUFB11; NDUFB9; SLC22A8; NDUFS2; NDUFV3; NDUFB8; PCSK9; PAH; NDUFAF3; NDUFA4L2; NDUFA4; SLC22A6; MT-ND2; NDUFS3; TUBB8; NDUFS1; SLC5A1; TUBB1; NDUFC1; VDR; NDUFS7; NDUFA8; AVPR2; ATP1B2; TNNI3; TUBB2A; NDUFA9; ADM; CACNA1C; NDUFC2; NR3C2; PDE3B; GABRG1; NDUFAF2; NDUFS4; AVPR1A; VKORC1; NDUFV1; ADRA1D; NDUFA11; NDUFA6
hemangioma,TUBB1; ADRB2; TUBB4B; TUBB; ADRB1; TUBB2A; TLR7; TUBB3; NR3C1; TUBB2B; TUBB4A; TUBB6; TUBB8
hematologic disease,POLD1; POLD3; POLA2; FKBP1A; JAK1; POLD4; PRIM1; POLE2; POLA1; POLD2; PRIM2; RRM1; POLE3; POLE
hematopoietic and lymphoid cell neoplasm,POLA2; FGFR2; HSP90AA1; HSP90AB1; POLE2; PSMB5; TUBB4A; IMPDH1; POLD2; VDR; NR3C1; PDGFRB; DNMT3A; CD274; DNMT1; TUBB2A; IFNAR1; KIT; HDAC11; POLD4; TUBB6; POLE; HDAC2; TUBB8; BTK; POLD1; HDAC4; FKBP1A; LAG3; PIK3CG; CRBN; TOP2A; CDK4; PRIM2; POLE3; CCR5; CD52; PIK3CD; RARG; IMPDH2; IDH2; TUBB4B; TUBB; PPIA; CSF2RA; DHFR; CD22; TOP2B; POLD3; HDAC6; ABL1; IL2RB; HDAC10; TUBB1; POLA1; HDAC5; CSF3R; RARA; IL2RA; TUBB2B; UGCG; IL6R; JAK1; TLR3; RRM1; DDB1; HDAC3; PRIM1; TUBB3; CD38; DPEP1; SLAMF7; HDAC9; HDAC7; RARB; RBX1; HTR2A; HDAC1; CXCR4; IDO1; CUL4A; EGFR; HDAC8; MS4A1; IFNAR2; BCL2; BCR; PDCD1; ELANE
hematopoietic and lymphoid system neoplasm,IMPDH1; IL12B; PRIM2; IMPDH2; POLD3; POLE3; POLA2; FKBP1A; POLE2; POLA1; NR3C1; MS4A1; RRM1; POLE; POLD1; HTR2A; POLD2; CSF3R; PARP2; PARP1; POLD4; PRIM1
hemophagocytic syndrome,TUBB1; TUBB2A; IL18; JAK1; TUBB; TUBB4A; NR3C1; TUBB3; TUBB8; TOP2B; TOP2A; TUBB2B; IL6R; CD52; TUBB6; TUBB4B; PPIA; JAK2; IFNG; BCL2; DHFR
hemophilia A,F7; RPL3; F9; RPS16; NR3C1; RPS25; RPS4Y1; RPL27; RPS6; RPS3; MS4A1; RPSA; RPS21; RPL38; F8; RPS26; RPL12; RPL39; RPL36A; TFPI; RPL18; RPL6; RPLP0; RPL18A; RPL34; RPL24; RPS15; RPL22; RPS15A; RPL35; RPS11; RPL13A; RPL11; RPS27A; RPL32; RPL7; RPL29; RPL9; RPL4; RPS27; RPS23; RPS4X; RPL23A; RPL10A; RPS29; RPL31; RPS5; RPL28; RPS12; SERPINC1; RPL23; F10; RPL36; IL11RA; RPS24; RPS3A; RPL10; RPL7A; RPL8; RPS14; RPL13; RPS7; RPL15; RPS17; RPL14; RPS18; RPS28; RPL17; RPS20; RPS19; RPL19; RPS13; RPL21; RPL5; RPS10; RPLP1; RPS2; RPS8; RPL37; FAU; RPL30; RPL26; RPL27A; RPS9; RPL35A; RPL37A; RPL41
hemophilia B,RPL3; ALDH5A1; RPS4Y1; RPS15A; RPL35; RPL11; RPS27A; RPL37; RPL7; RPL7A; RPS3; FAU; RPL29; RPS7; RPL15; RPS4X; RPS29; RPL41; F7; RPL18; RPS5; RPLP0; F9; RPS16; RPS19; RPL18A; RPL19; RPL34; RPL24; RPS15; RPL21; RPL5; RPL36; RPL27; RPS8; RPS3A; RPL8; RPSA; RPL38; RPS23; RPL14; RPS26; RPS18; RPL17; TFPI; RPS20; RPL31; RPS13; RPS12; RPL22; SERPINC1; RPS10; RPLP1; RPS24; RPS11; RPL10; RPL30; RPS14; RPL27A; RPS17; RPL35A; RPL37A; RPL6; RPL28; RPS25; RPL23; RPS6; RPS2; RPL13A; RPL32; RPL26; RPL9; RPL13; RPS9; RPS21; RPL4; RPS27; RPL12; RPL23A; RPL10A; RPL39; RPS28; RPL36A
hemorrhage,TFPI; ADRB1; PGR; NR3C1; TNNC1; ADRA1A; PLG; F10; TNNI3; MTNR1B; SCN2A; ADRA2A; CACNA1D; SCN11A; ADRB2; ADRA1B; ADRA1D; ADRA2C; SCN10A; ATP4B; SCN8A; SCN4A; PTGS2; PTGS1; TNNT2; AVPR1A; CHRM1; SCN9A; FGG; FGA; F2; EPOR; TRPV1; AVPR1B; PGA5; PTGER3; CACNA1S; ESR1; ATP4A; SERPINC1; AVPR2; CHRM3; SCN1A; VKORC1; FGB; CHRM2; SCN5A; ADRB3; ADRA2B; CACNA1F; OPRM1; FAAH; SCN7A; CACNA1C; PDE3B; SCN3A; MTNR1A; P2RY12; PDE3A; OXTR
hemorrhoid,HTR2A; GRIN2D; NR3C1; SCN2A; SCN3A; SCN9A; GRIN1; SCN10A; SCN4A; SCN7A; SCN1A; SCN5A; CACNA1S; GRIN3B; CACNA1C; GRIN2B; CACNA1F; CACNA1D; GRIN2C; SCN11A; GRIN2A; SCN8A; GRIN3A
hepatitis B virus infection,CYP3A43; PTGS1; FAAH; IFNAR1; IFNAR2; CYP3A4; SCN9A; SCN5A; TRPV1; PTGS2; TLR8; PDCD1; TLR9; IL10RB; IFNGR1; CYP3A5; BIRC2; CD5; SCN2A; CYP3A7; SCN11A; SCN10A; IFNLR1; HRH1; SCN8A; SCN4A; BIRC3; SLC10A1; HMGCR; SCN7A; SCN1A; SCN3A; IFNGR2; FDPS; TLR7
hepatitis C virus infection,GABRA3; OPRK1; MMP2; IMPDH1; NR3C1; OPRD1; PPARG; ATP1A4; MMP13; CASP1; PDE5A; IFNAR1; BHMT; MMP3; MMP14; CYP3A4; GRIN2C; ATP1A1; GRIN1; DGAT1; IFNLR1; TLR7; TNF; IL10RB; ATP1A2; CYP3A43; CASP8; MMP9; ATP1A3; ATP4A; CYP3A5; OPRM1; GABRG2; GRIN3B; MPL; MMP8; CASP9; CUL4A; CYP3A7; GABRG1; DDB1; GRIN2A; PPIA; TLR9; MMP12; PGR; FKBP1A; ESR1; IL2RB; RBX1; GRIN2D; VDR; BHMT2; IL2RA; GABRA2; IFNAR2; PDCD1; DPP4; GRIN3A; GRIN2B; GABRA1; SLC6A4; HMGCR; CRBN; AGTR1; GABRG3; GABRA5
hepatitis D virus infection,NR1H4; IFNAR1; CYP3A43; SLC10A1; CYP3A5; IFNAR2; HRH1; IL10RB; FNTB; NPC1L1; IMPDH1; CYP3A4; CYP3A7; FNTA; IFNLR1; PDCD1
hepatocellular carcinoma,IGF1; FLT4; PIK3CB; SPHK2; FGFR2; FGFR3; SLC12A1; FGFR1; PSMC5; FKBP1A; JAK2; RBX1; POLE2; PSMC6; CD40; POLA1; FLT1; PSMD7; TUBB4A; TGFBR1; PSMD11; FRK; FGF1; NR3C1; PDGFRB; CRBN; GPD2; NDUFS7; HDAC1; PIK3CA; FLT3; NDUFAF4; TUBA4A; SEM1; KDR; SMO; PSMA1; PARP2; ADRM1; TOP2A; RAF1; SSTR4; EPHB2; IL2RA; TUBB2A; TUBB2B; CUL4A; IGF1R; PIK3R5; IFNAR1; PSMB6; EPHA2; PSMA5; GPC3; ANGPT1; KIT; BRAF; NDUFS2; PSMB4; NAE1; FDPS; PSMC2; BMP10; HDAC11; NDUFAF2; RET; PSMC3; DDB1; STAT3; NDUFS5; POLD4; TYMS; NDUFV2; ERBB4; TIGIT; LCK; NDUFB1; TUBB4B; PDCD1; NDUFA4; TUBB; ATP2A1; SRC; PSMD12; MT-ND6; TOP1; PSMB11; TLR9; TUBB8; GDF2; PSMB3; ADORA3; FYN; PSMC4; POLA2; PSMA4; PARP3; HDAC9; POLD1; ERBB3; EPHA8; TOP2B; XPO1; AURKA; HDAC6; HSP90AB1; ABL1; NDUFB7; PSMC1; PSMA6; PSMA7; HCK; PIK3R2; CDK6; MET; PSMA2; ENG; DKK1; NDUFC1; NDUFS8; ITK; PSMD14; AKT3; CD274; TUBA1B; SRMS; MAP2K2; NDUFA5; NDUFA10; NDUFA2; CDK4; BLK; GABBR2; PSMB7; SSTR1; ESR2; AKT1; PARP1; PRIM2; EGFR; HDAC8; NDUFC2; PSMA8; EPHB1; NDUFV3; FGFR4; SSTR5; DDR2; PSMD6; NDUFS4; CSF2; IGF2; RRM1; TUBA1A; NDUFV1; CDK1; ATP2A2; PSMD2; TUBB6; YES1; AURKB; EPHB3; HDAC2; NTRK1; MT-ND2; MT-ND5; PSMB10; NDUFS3; PSMB9; TUBB3; FGR; NDUFB4; PTGS2; POLD3; EPHA6; BIRC5; LAG3; PSMD8; IL2RB; PSMA3; TUBB1; PTK6; AKT2; POLD2; VEGFA; EPHA4; NDUFA8; CSF3R; TNFRSF10B; CDK2; EPHA7; NDUFB5; CDK9; NDUFAF1; FGF2; ACVRL1; ERBB2; EPHA5; NDUFB11; NDUFB9; IFNAR2; JAK1; NDUFB8; TUBA1C; MAP2K1; AR; ADRB2; PIK3CD; HDAC3; HPSE; NDUFA11; IMPDH2; NDUFAF3; SSTR2; CSF1R; EPHA10; CCR4; MAPK11; PSMD13; BCR; EPHB4; HRH1; TLR7; DPP4; PRIM1; TXNRD1; MT-ND3; MT-ND1; PSMB8; GABBR1; MT-ND4L; LYN; NDUFA7; SSTR3; NDUFAB1; PSMB1; NDUFS1; ADRB1; EPHA3; HDAC7; HDAC4; ATP2A3; HSP90AA1; NDUFB2; ANGPT2; HDAC10; PSMB5; TNFRSF10A; PIK3CG; EPHB6; IMPDH1; PSMD3; HDAC5; HMGCR; PIK3R3; NDUFB3; TEK; NDUFA1; PSMB2; IDO1; CDK7; PDGFRA; NDUFA9; NDUFB10; UBA3; NDUFS6; PIK3R1; EPHA1; POLE3; TUBA3E; MERTK; PSMD4; ACE; IL6R; CTLA4; NDUFB6; AXL; CXCL8; NDUFA3; INSR; PSMD1; POLE; NDUFA12; NDUFA6; NDUFA4L2; NDUFA13; DPYD; PPIA; TUBA3C; CSF2RA; MTOR; MT-ND4
hepatorenal syndrome,ADRB1; AVPR2; AVPR1A; ADRA1B; ADRA2C; AVPR1B; ADRA2B; ADRA1D; ADRA2A; ADRB2; ADRA1A; AGTR1; ADRB3
hepatosplenic T-cell lymphoma,POLD1; POLA1; IMPDH1; BLK; BCR; PRIM1; FGR; FYN; POLA2; POLD2; KIT; YES1; IMPDH2; POLE2; HCK; SRMS; PRIM2; RRM1; POLE; LCK; DHFR; POLD3; FKBP1A; ABL1; FRK; PDGFRB; EPHA2; POLE3; POLD4; SRC; LYN
hereditary angioedema,F11; HMGCR; KLKB1; BDKRB2; PPIA; ATP1A2; ATP1A3; F12; ATP1A1; C1S; ATP1A4
hereditary hemorrhagic telangiectasia,ESR1; CUL4A; SSTR1; SSTR2; RBX1; FLT1; VEGFA; PDGFRB; CRBN; MMP8; SSTR5; DDB1; FGFR3; ITK; KDR; PDGFRA; MMP7; KIT; CSF1R; FLT4; ADRB1; FGFR2; FGFR1; FKBP1A; SSTR4; MMP13; FGFR4; ADRB2; LCK; MMP1; SSTR3
heroin dependence,GRIN2D; OPRM1; GRIN1; GRIN2A; OPRK1; GRIN3B; GRIN3A; TACR1; ADRA2A; GRIN2C; GRIN2B; ADRA2B; OPRD1; ADRA2C
hidradenitis suppurativa,PDE4A; PGR; ESR1; JAK2; C5; IL17A; IL1R1; JAK1; IL17RA; IL1RAP; TLR7; TNF; JAK3; PDE4C; IL17F; IL12B; IL1RL2; C5AR1; TLR9; ITGAL; CD40; IL23A; IL1A; PDE4B; TYK2; PDE4D; IL1B; NR3C2; SYK; IRAK4
high grade B-cell lymphoma,BTK; POLD3; HDAC10; POLE2; TUBB1; POLA1; POLD2; HDAC1; CSF3R; TOP2A; TUBB2A; CUL4A; HDAC8; MS4A1; HDAC11; BRD3; BCL2; TUBB6; POLE; PDCD1; TUBB; TUBB3; CD79B; HDAC4; TOP2B; FKBP1A; TUBB4A; NR3C1; CRBN; PIK3CA; PRIM2; POLE3; CD3D; DDB1; HDAC2; PRIM1; TUBB8; POLA2; HDAC9; PIK3CB; HDAC7; POLD1; IMPDH1; CD274; TUBB2B; BRDT; BRD4; PIK3CD; CD19; IMPDH2; TUBB4B; BRD2; CD22; HDAC6; RBX1; HDAC5; PPAT; CD3G; SYK; RRM1; CD52; HDAC3; POLD4; CCR4; CD3E; DHFR
hilar cholangiocarcinoma,POLE2; MAP2K2; POLE3; TYMS; HDAC6; POLA1; POLD4; PRIM1; POLD3; POLD2; PRIM2; RRM1; MAP2K1; POLA2; POLD1; POLE
human herpesvirus 8 infection,FLT4; PDGFRB; KDR; BRAF; RET; FLT1; TOP2A; RAF1; FLT3; MS4A1; KIT
human papilloma virus infection,PTGS2; CD274; IL2RA; IFNAR2; TLR7; FGFR4; PDCD1; FGFR2; FGFR3; FGFR1; IL2RB; IFNAR1
human papillomavirus-related squamous cell carcinoma,TUBB6; PDCD1; TUBB3; TUBB4A; PIK3CA; TUBB2B; TUBB4B; TUBB; HRH1; NR3C1; HRH2; TUBB2A; RRM2; TYMS; TUBB8; TUBB1
humerus fracture,NR3C1; PTGIR; SCN11A; SCN5A; SCN2A; SCN9A; SCN10A; SCN8A; SCN7A; SCN1A; SCN3A; SCN4A
hyperlipidemia,NOS2; NPC1L1; AGTR1; PCSK9; PPARA; FDFT1; CACNA1S; PPARD; MTTP; THRB; CACNA1D; P4HB; GLP2R; CETP; CACNA1F; HMGCR; ACLY; INSR; NOS1; VDR; CACNA1C; NOS3; DPP4
hypertension,NDUFS1; CACNA1S; NDUFB2; PDE6C; CACNA1F; TUBB4A; NDUFS8; HMGCR; FAAH; CHRNB4; nan; PDE1B; NDUFA1; PDE6B; NDUFAF1; CYP19A1; REN; AGTR1; ADRA2A; CACNA1C; NR3C2; PDE1C; CACNA1D; ACE; CYP3A7; CYP11B1; NDUFV1; SCN11A; MTNR1A; ADRB2; PDE7B; PDE4B; ADRB3; NDUFA4; MT-ND5; MT-ND1; TUBB3; TUBB8; NDUFA7; SLC12A3; PDE8A; NDUFB7; NDUFC1; GPD2; ADRA1A; CD80; NDUFAF4; MAS1; NDUFA2; TUBB2B; PDE5A; NDUFS6; NDUFB9; EDNRA; SCN3A; NDUFS2; NDUFAF2; NDUFB8; ADRA1B; ADRA1D; NDUFB1; ADRA2C; NDUFA13; PPARA; MME; TRPV1; DPP4; AVPR1B; MT-ND6; PDE7A; ADRA2B; SCN4A; ADRB1; GUCY1B1; NDUFB4; PTGS2; SLC12A1; CHRNA3; FKBP1A; PTGS1; TUBB1; TRPA1; PDE4C; VDR; PDE10A; SLC29A1; CD86; PDE1A; NDUFS7; HSD11B1; CNR1; NDUFB3; NDUFA8; PDE6A; NDUFB5; SCN2A; TUBB2A; NDUFA9; NDUFB10; SCN1A; TRPM8; NDUFB11; PDE6D; XDH; CHRNB2; CYP3A4; NDUFS4; SLC18A2; AVPR1A; NDUFS5; PAH; PDE3A; TUBB6; IMPDH2; NDUFV2; NDUFA12; NDUFA6; SCN10A; TUBB4B; TUBB; SCN8A; MT-ND4; NDUFAB1; CYP3A43; PDE4A; CHRNA4; CYP3A5; IMPDH1; GNRHR; SCNN1A; PDE8B; PDE4D; NR3C1; ECE1; AVPR2; NDUFA5; NDUFA10; DDC; MTNR1B; EDNRB; SCN7A; ENPEP; PDE6H; NDUFC2; PDE3B; PDE9A; NDUFV3; NDUFB6; NPR1; SCN9A; NDUFA3; NDUFA11; NDUFAF3; SCN5A; DRD1; MC2R; PDE6G; NDUFA4L2; PDE2A; MT-ND2; MT-ND3; MT-ND4L; NDUFS3
hypertrophic cardiomyopathy,ADRB1; CACNA1S; MYL7; CACNA1C; CPT2; MYL3; MYH6; MYL4; CPT1B; MYH7B; MYH7; CACNA1D; MTOR; CACNA1F; MYL2; MME; AGTR1
hypertrophy,GRIN2D; ADRA2A; GRIN2A; ADRA2C; PTGS2; GRIN3B; GRIN1; TRPV1; GRIN3A; PTGS1; FAAH; SIGMAR1; GRIN2B; ADRA2B; GRIN2C
hypopharyngeal carcinoma,PRKCQ; RAF1; CDK4; PDPK1; EGFR; PRKCA; KIT; BRAF; PRKCI; PRKCB; CSF1R; TUBB; HDAC2; PRKCH; TUBB1; TLR8; FLT1; TUBB4A; FLT3; CDK2; KDR; PDGFRA; TUBB2B; CHEK1; TYMS; TUBB4B; TUBB3; TUBB8; FLT4; PRKCZ; HDAC6; HDAC1; TUBB2A; ERBB2; RET; TUBB6; PRKD1; PDCD1; CDK6; PDGFRB; PRKD3; PRKCG; PRKCD; PRKCE; HDAC3; TOP1
hypospadias,OPRM1; ADRA1A; CHRM2; SCN4A; ACHE; CHRM3; ADRB2; ADRA2C; ADRA2B; CHRM1; ADRA1D; ADRB3; ADRB1; NR3C1; ADRA2A; ADRA1B
hypotension,GABRA3; GABRA1; ADRB1; CACNA1S; CACNA1F; PLG; AVPR2; HCN4; GABRA6; ADRA2A; CACNA1C; GABRB1; ADRA1B; ADRA1D; ADRA2C; ADRB3; AVPR1B; ADRA2B; GABRP; ADRA1A; CACNA1D; KLKB1; ADRB2; GABRD; GABRQ; SCN4A; GUCY1B1; ACHE; GABRE; GABRA4; GABRG2; nan; AVPR1A; GABRB3; GABRG3; GABRA5; OPRM1; GABRB2; GABRA2; GABRG1
hypoxia,nan; NOS3; GUCY1B1; PTGS2; ADORA1; ADORA2B; NOS2; NOS1; ADORA2A; ADRB2; ADRB1; PTGS1; ADORA3
