disease_name,gene_name
diffuse scleroderma,CD80; PPARG; TUBB2A; TUBB6; TUBB1; TUBB4A; PPARD; TUBB2B; TUBB8; CD86; PDE5A; PPARA; TUBB4B; TUBB; MC1R; ROCK1; TNFRSF8; ROCK2; TUBB3
digestive system neuroendocrine neoplasm,FLT4; PDGFRB; KCNJ8; SSTR4; PDGFRA; SSTR2; KCNJ11; SSTR3; TOP2B; FLT1; TOP2A; SSTR5; SSTR1; IFNAR1; FLT3; KDR; KIT; IFNAR2; PDCD1
dilated cardiomyopathy,MAPK14; HMGCR; SLC5A2; AGTR1; CACNA1D; ACE; ADRB3; ADRB1; CACNA1F; CSF3R; ADRA1A; NR3C2; MYL3; ADRA1B; SCN5A; MYH7B; CACNA1S; MYH7; CACNA1C; ADRB2; ADRA1D; MYL4; SCN4A; MYL7; MYL2; MYH6
discoid lupus erythematosus,IL17A; TNF; RBX1; JAK3; DDB1; LILRA4; JAK2; TYK2; CRBN; CUL4A; JAK1
dislocation,GABRP; GABRA4; GABRB1; GABRA5; GABRD; GABRA3; GABRE; GLRA1; GABRG1; HRH1; GABRQ; GABRG2; GABRA1; GABRA6; GABRB2; GABRA2; GABRB3; GABRG3
drug dependence,GABRA3; OPRK1; GABRP; GABRE; OPRM1; GABRG2; GRIN3B; OPRD1; GABBR2; SLC6A3; SCN1A; HTR2C; DRD3; GABRG1; ADRB2; KCNK3; GABRG3; GRIN2A; SCN5A; ADRA2C; GABRD; MAOA; DRD4; CHRNA4; HTR2A; SLC6A2; SLC6A4; SCN7A; DRD2; GABRA2; GRIN2C; GABRB1; SCN11A; KCNK9; SCN9A; OXTR; SCN10A; GABRA5; KCNK18; SCN8A; GRIN2B; ADRA2B; GABRA1; COMT; KCNK10; GABRA4; SCN2A; GLRA1; SIGMAR1; ADRA2A; SCN3A; CACNA2D1; CHRNB2; GRIN3A; GABRQ; SCN4A; KCNK2; GRIN2D; VDR; MTNR1B; GABRA6; GABRB2; SLC18A2; GABRB3; MTNR1A; GRIN1; GABBR1
drug-induced liver injury,NR3C1; TUBB6; TUBB8; TUBB4A; TUBB2B; IMPDH2; TUBB1; TUBB2A; TUBB4B; TUBB; NR1H4; IMPDH1; TUBB3
dry eye syndrome,PTGS2; CHRNA3; ESR1; PTGS1; MMP7; MMP13; NTRK3; NTRK2; ADRA2A; P2RY1; P2RY6; P2RY2; ADRA2C; P2RY4; PPIA; ITGAL; TBXAS1; FKBP1A; JAK2; CHRNA4; IL17A; NR3C1; PTGFR; PPARG; SYK; ADRA2B; ADORA3; OPRK1; TYK2; JAK3; IMPDH1; PPARD; OPRM1; OPRD1; IL1B; PPP3CA; CACNA2D1; ITGB2; CHRNB2; CHRM1; ADRA1B; IMPDH2; MC2R; MMP1; TRPV1; NTRK1; CHRNB4; MMP8; ADRA1A; CHRM3; JAK1; INSR; ADRA1D
duodenal ulcer,PTGS1; HRH2; CLCN2; MMP8; MMP13; PTGS2; ATP4A; P2RY12; ATP4B; MMP1; PTGER3; MMP7; PGA5
dyspepsia,ACHE; DRD2; HTR3B; HTR4; HTR1A; HTR3E; HTR3D; PGA5; ADRA2B; HTR2A; SLC6A2; ATP4A; SLC6A4; TACR1; ADRA2A; CACNA2D1; CCKAR; ADRA2C; HTR3A; HTR3C; HRH1; HRH2; HTR2C
dysplasia of cervix,RARB; SCN2A; SCN3A; SCN11A; TYMS; SCN4A; RARA; SCN1A; SCN5A; SCN7A; SCN9A; RARG; SCN10A; SCN8A
dysuria,PDE4A; PDE8A; SCN2A; SCN5A; PDE4B; SCN10A; PDE7A; SCN7A; SCN3A; SCN9A; PDE7B; PDE8B; PDE4D; SCN1A; SCN11A; SCN4A; PDE4C; SCN8A
eating disorder,GABRA1; DRD4; GABRE; OPRD1; SCN7A; DRD3; GABRA2; GRIN2C; GABRB1; SLC18A2; GRIN1; GRIN2A; GABRD; GRIN3A; OPRK1; HTR2A; SLC6A2; OPRM1; GLP1R; GRIN3B; SCN2A; SLC6A3; GABRA6; DRD2; SCN3A; GABRG1; GABRB3; HTR3A; SCN11A; HTR1A; GABRG3; SCN10A; GABBR1; GABRQ; GRIN2B; GABRA3; PGR; GABRP; GRIN2D; SLC6A4; GABRG2; HTR2C; SCN5A; GABRA5; SCN8A; SCN4A; GABRA4; GABBR2; SCN1A; GABRB2; SCN9A; OXTR
edema,SLC12A3; CA2; NR3C1; CA12; PLG; CA1; CA4; FKBP1A; SCNN1A; HRH1
embryonal rhabdomyosarcoma,FKBP1A; TUBB2B; TUBB4B; TUBB3; TUBB8; TUBB2A; TOP1; TOP2B; TUBB1; TUBB4A; TOP2A; TUBB6; TUBB; IGF1R
emphysema,CHRM3; PDE4A; PDE4C; HMGCR; PDE4D; MMP13; AGTR1; ADRB2; P2RY12; ELANE; RARB; PTGS1; TNFSF13B; NR3C1; MMP8; RARA; PDE5A; PDE4B; PTGS2; IL2RA; MMP7; RARG; MMP1
endometrial adenosquamous carcinoma,POLA2; FKBP1A; TUBB4A; VEGFA; MAP2K2; TUBB2A; TUBB2B; RRM1; TUBB6; TUBB; TOP2A; PRIM2; POLD4; PRIM1; TUBB3; TUBB8; POLD1; POLD3; POLE2; TUBB1; POLA1; POLE3; MAP2K1; TUBB4B; POLD2; CSF3R; POLE
endometrial cancer,NDUFS1; FLT4; PIK3CB; NDUFB4; PGR; XPO1; ESR1; NDUFB7; FLT1; TUBB4A; PIK3R2; ATP4A; VDR; VEGFA; NR3C1; GPD2; NDUFS7; CD274; PIK3CA; CDK2; NDUFA1; TUBA4A; PARP2; TOP2A; CDK7; CDK9; NDUFAF1; ESR2; NDUFB10; PARP1; NDUFS6; PRIM2; EGFR; NDUFC2; TUBA3E; NDUFS2; GART; NDUFV3; NDUFAF2; NDUFS4; NDUFB6; NDUFS5; PIK3CD; NDUFB1; TOP1MT; NDUFA12; NDUFA6; NDUFA4L2; NDUFA4; TUBB; MT-ND6; MT-ND4L; NDUFS3; TUBB8; NDUFAB1; POLA2; PTGS2; NDUFB2; TUBB1; PIK3CG; DKK1; PIK3R3; NDUFB3; NDUFA8; FLT3; NDUFA2; CDK4; NDUFB5; TUBB2B; NDUFA9; ERBB2; AKT1; NDUFB11; NDUFB9; KIT; FGFR4; TUBA1C; NDUFV1; NDUFA3; ALK; NDUFA11; POLD4; TUBB6; TYMS; POLE; NDUFAF3; HRH1; PRIM1; MT-ND5; MTOR; MT-ND3; MT-ND4; MT-ND1; TUBB3; NDUFA7; PARP3; POLD1; FGFR2; FGFR1; STS; POLA1; AKT2; MET; NDUFC1; FOLR1; NDUFS8; PDGFRB; HRH2; AKT3; NDUFAF4; NDUFA5; NDUFA10; IDO1; PDGFRA; MDM2; TUBB2A; PIK3R5; TP53; PIK3R1; NDUFB8; RRM1; NDUFV2; NDUFA13; TUBB4B; PDCD1; TUBA3C; TOP1; DHFR; FGFR3; POLD3; FKBP1A; PTGS1; POLE2; CDK6; POLD2; GNRHR; CSF3R; TUBA1B; KDR; CYP19A1; EML4; POLE3; TUBA1A; AR; CDK1; NPM1; MT-ND2
endometrial carcinoma,NDUFS1; FLT4; PARP3; AKT2; PIK3CG; NDUFS8; NDUFAF4; KDR; NDUFA10; TUBB2A; NDUFB10; PIK3R5; ERBB2; EGFR; KIT; NDUFV3; NDUFS4; NDUFS5; MAP2K1; NDUFA12; PDCD1; MT-ND5; MTOR; MT-ND3; TOP1; NDUFS3; NDUFAB1; NDUFB4; ABL1; NDUFB7; TUBB1; PIK3R2; MET; NDUFA8; MAP2K2; NDUFAF1; CYP19A1; AKT1; PARP1; NDUFS6; PIK3R1; NDUFB9; NDUFC2; NDUFA3; TUBB6; TACSTD2; NDUFA6; NDUFA4L2; BCR; NDUFA4; MT-ND4; PIK3CB; PGR; FKBP1A; NDUFB2; ESR1; CDK6; VEGFA; GPD2; NDUFS7; AKT3; PIK3R3; NDUFB3; PIK3CA; NDUFA5; PARP2; KRAS; ESR2; NDUFAF2; NDUFB6; NDUFAF3; NDUFB1; NDUFA13; TUBB4B; TUBB; MT-ND6; MT-ND2; MT-ND1; MT-ND4L; TUBB3; TUBB4A; NDUFC1; HMGCR; PDGFRB; PGF; NDUFA1; IDO1; NDUFA2; CDK4; NDUFB5; TUBB2B; NDUFA9; NDUFB11; NDUFS2; NDUFB8; NDUFV1; PIK3CD; NDUFA11; TYMS; NDUFV2; TXNRD1; TUBB8; NDUFA7
"endometrial endometrioid adenocarcinoma, variant with squamous differentiation",TUBB4A; TOP2A; TUBB4B; TUBB1; TUBB6; TUBB3; CSF3R; TUBB2A; TUBB2B; TUBB; TUBB8
endometrial neoplasm,FLT4; PARP3; TUBB1; FLT1; PIK3R3; TUBB2A; PIK3R5; PIK3R1; TUBB6; PIK3R2; KDR; TOP2A; TUBB2B; TUBB4B; TUBB; PGR; CD274; PARP2; CYP19A1; PARP1; PIK3CD; PDCD1; TUBB3; TUBB8; PIK3CB; TUBB4A; PIK3CG; PIK3CA; MTOR
endometrioid carcinoma,NDUFAB1; VEGFA; NDUFA2; TUBB2A; NDUFAF1; HDAC8; POLE3; NDUFAF2; RRM1; NDUFV1; NDUFA3; HDAC3; POLD4; TUBB6; NDUFAF3; NDUFV2; NDUFB1; NDUFA12; NDUFA4L2; TUBB4B; NDUFA4; TUBB; MT-ND5; TUBB3; TUBB8; NDUFB4; HDAC4; FKBP1A; HDAC6; HDAC10; POLA1; TUBB4A; NDUFC1; NDUFS8; NDUFB3; NDUFA5; PRIM2; NDUFB11; NDUFB9; TUBA1C; NDUFS5; NDUFA13; MT-ND3; MT-ND1; POLA2; NDUFS1; HDAC7; POLD1; POLD3; NDUFB2; NDUFB7; TUBB1; POLD2; NDUFS7; HDAC1; NDUFA8; NDUFA1; NDUFB5; TUBB2B; NDUFA9; NDUFB10; TUBA3E; NDUFS2; NDUFV3; NDUFS4; NDUFB6; NDUFB8; WEE1; TUBA1A; NDUFA11; PRIM1; MT-ND6; MT-ND2; MT-ND4L; HDAC9; POLE2; HDAC5; GPD2; TUBA1B; NDUFAF4; TUBA4A; NDUFA10; NDUFS6; NDUFC2; HDAC11; POLE; NDUFA6; HDAC2; TUBA3C; CSF2RA; MT-ND4; NDUFS3; NDUFA7
endometriosis,PDE4A; PDE8A; PGR; OPRK1; ESR1; MAPK8; GNRHR; OPRM1; PDE8B; NR3C1; PDE1A; ADORA2A; PPARG; CYP19A1; ESR2; DRD2; PDE6G; MAPK9; PDE10A; OPRD1; PDE6B; PDE5A; PDE9A; AR; PDE7B; PDE3A; PDE6C; VDR; HMGCR; NGF; PDE6H; PDE3B; PDE1C; PDE6D; OXTR; PDE4B; PDE2A; PDE7A; TNF; PDE4C; MAPK10; PDE4D; CSF3R; PDE1B; PDE6A; ADORA2B
endometrium adenocarcinoma,PGR; FLT1; GRIN2D; KDR; CDK4; TUBB2B; ERBB2; CTLA4; GRIN1; PDCD1; TUBB; SCN4A; FLT4; ESR1; TUBB4A; CDK6; GRIN3B; TUBB1; TUBB2A; ESR2; ADRA2A; TUBB6; GRIN2A; ADRA2C; GRIN3A; PIK3CA; GRIN2C; PIK3CD; TUBB4B; TUBB3; TUBB8; GRIN2B; ADRA2B
endophthalmitis,SCN2A; SCN1A; SCN3A; SCN10A; SCN8A; NR3C1; SCN11A; SCN5A; SCN4A; SCN7A; SCN9A
endothelial dysfunction,NDUFAB1; ABCC8; NDUFB4; NDUFS7; REN; PLA2G7; NDUFB8; NDUFS5; NDUFV2; NDUFA12; NDUFA6; NDUFA13; NDUFA4; MT-ND2; NDUFB2; NDUFB7; GPD2; NDUFA1; NDUFA9; AGTR1; NDUFS6; NDUFB9; NDUFC2; EDNRA; NR3C2; PAH; MT-ND5; MT-ND3; MT-ND4; MT-ND1; NDUFS3; NDUFA7; NDUFS8; HMGCR; NDUFA8; NDUFA10; NDUFB5; NDUFAF1; NDUFB10; NDUFB11; NDUFS2; CCR5; NDUFS4; NDUFA3; NDUFA11; NDUFAF3; NDUFA4L2; KCNJ11; MT-ND6; MT-ND4L; NPC1L1; NDUFS1; NDUFC1; NDUFB3; NDUFAF4; NDUFA5; NDUFA2; ACE; NDUFV3; NDUFAF2; NDUFB6; NDUFV1; NDUFB1
energy expenditure,KCNK2; GABRG2; ADORA2A; ADORA1; GABRQ; GABRE; GABRA4; GLRA1; KCNK9; GABRG3; GABRA5; KCNK18; GABRA1; KCNK10; GABRA6; GABRB2; GABRA2; GABRG1; GABRB3; ADORA2B; ADORA3; GABRA3; GABRP; GABRB1; KCNK3; GABRD
enteropathy-associated T-cell lymphoma,TUBB2A; TUBB4B; TUBB1; SYK; TUBB6; TUBB; TUBB4A; JAK3; TNFRSF8; TUBB2B; JAK1; TUBB3; TYK2; TUBB8
enuresis,PTGS2; SLC6A2; MTNR1B; AVPR1A; CHRM2; PTGS1; SLC6A4; AVPR1B; AVPR2; CHRM3; MTNR1A
eosinophilic esophagitis,IL4R; PTGS1; SIGLEC8; ATP4A; IL5; PPARG; AGTR1; IL13; IGHE; ALOX5; NR3C1; HRH2; PTGDR2; IL5RA; CHRM3; CYSLTR1; CHRM2; TNF; PTGS2; TSLP; S1PR1; HRH1
ependymoma,PSMA6; PSMA2; PSMB6; PSMB11; PSMA4; PSMA7; PSMA8; PSMB5; VEGFA; PSMB2; PSMA1; PSMB7; PSMB4; PSMB10; PSMB9; PSMB1; PSMA3; GSR; PSMA5; EGFR; PSMB8; PSMB3
epicondylitis,SCN4A; SCN2A; SCN11A; SCN9A; PTGS2; PTGS1; SCN7A; SCN5A; NR3C1; SCN1A; SCN3A; SCN10A; SCN8A; SNAP25
epidermolysis bullosa,POLD1; FKBP1A; POLE2; IMPDH1; POLD2; PRIM2; POLD4; POLD3; PRIM1; POLA2; POLA1; TACR1; POLE; IMPDH2; POLE3; RRM1
epilepsy,SCN4A; GABRA3; GABRA1; KCNQ2; PGR; GABRE; CA2; RPL18A; GRIK5; RPL28; SLC6A4; GABRA4; RPL34; VDR; ALDH5A1; GABRG2; PDE1A; RPS15; NDUFS7; GRIN3B; RPS25; CA14; NDUFA8; GRIA2; ADRA1A; NDUFA5; NDUFA2; CA1; SCN2A; NDUFAF1; RPLP1; RPL11; RPS8; SCN1A; NDUFS6; GABRA6; GABRB2; NDUFB11; RPL10; GRIK4; SLC22A8; FAU; ADRA2A; NDUFC2; GRIA4; SCN3A; GRIA1; RPL30; SV2A; NDUFV3; RPL29; NDUFAF2; GRIK2; RPS14; CA3; CA4; NDUFV1; CA5B; ADRB2; SCN9A; PDE3A; GRIN1; RPS27; SCN5A; KCNQ3; ADRA2C; SCN10A; PDE6G; KCNQ5; GABRA5; PDE2A; RPL14; SCN8A; RPL39; NDUFS3; RPS29; RPS18; RPS28; RPL36A; NDUFA7; GABRQ; NDUFAB1; RPS20; ADRB1; KCNQ1; OPRK1; FKBP1A; NDUFB7; CACNA1I; GRIN2D; PDE4C; CA9; RPL19; NDUFC1; RPS12; PDE8B; KCNQ4; CNR1; NDUFAF4; GRIA3; RPL36; CA6; PDE6A; RPS15A; MTNR1B; SCN7A; PDE6H; NDUFA9; SLC6A3; RPS11; SIGMAR1; CACNA1B; CACNA2D1; PDE1C; NDUFS2; RPL8; GABRG1; GABRB1; GRIK3; GABRB3; MTNR1A; NDUFS5; GRIK1; PDE7B; RPL38; NDUFA11; CA5A; GABRG3; ABAT; NDUFB1; NDUFA12; CA13; NDUFA13; RPS23; GABRD; CACNA1H; RPL37A; RPS4X; MT-ND2; GRIN3A; MT-ND3; RPL17; GRIN2B; CACNA1G; NDUFS1; NDUFB4; PDE8A; CA12; RPL6; RPLP0; NDUFB2; GABRP; RPL3; RPS19; RPS13; PDE10A; NR3C1; RPL22; OPRD1; NDUFB3; RPS10; RPL35; RPS6; CASP1; RPS24; PDE5A; NDUFB10; RPL13A; RPL32; RPS3A; RPL37; HTR2C; NDUFB9; GABRA2; MS4A1; PDE6D; SLC6A1; PDE9A; IL6R; GRIN2C; NDUFS4; RPSA; SCN11A; ADRA1B; RPS9; NDUFA3; RPS21; ADRA1D; RPL4; NDUFV2; HTR1D; RPS17; GRIN2A; MC2R; NDUFA4L2; NDUFA4; SLC22A6; RPL12; RPL23A; MT-ND6; RPL10A; MT-ND4L; RPL41; RPL18; PDE4A; RPL31; RPS5; PDE6C; SLC6A2; RPS16; NDUFS8; OPRM1; PDE4D; RPL24; GPD2; RPL21; RPL5; PDE1B; NDUFA1; RPL23; ADORA2A; RPS4Y1; NDUFA10; RPL27; PDE6B; NDUFB5; RPS2; RPS27A; RPL7; RPL7A; RPS3; PDE3B; RPL26; RPL9; NDUFB6; NDUFB8; RPL27A; RPL13; SLC22A11; CA7; ADORA2B; RPS7; RPL15; NDUFAF3; RPL35A; PDE4B; NDUFA6; ADRB3; RPS26; MT-ND5; MT-ND4; MT-ND1; PDE7A; ADRA2B
epilepsy with generalized tonic-clonic seizures,CA2; GRIK5; GRIA3; SCN2A; SCN1A; GRIA1; SV2A; GRIK3; GRIK2; CA4; GRIK1; SCN5A; SCN4A; GABRE; GABRG2; GRIA2; GRIK4; SCN3A; GABRG1; SCN9A; GABRG3; GABRA4; SCN7A; GABRA6; GABRB2; GABRA2; GRIA4; GABRB3; SCN11A; SCN10A; GABRA5; GABRD; GABRA3; GABRA1; GABRP; CACNA1B; GABRB1; SCN8A; GABRQ
epistaxis,PLG; SCN2A; MMP7; SCN3A; SCN9A; SCN5A; ADRB3; MMP1; ADRA2B; ADRA1A; SCN1A; ADRA2A; ADRB2; ADRA1B; ADRA1D; ADRA2C; SCN8A; SCN4A; ADRB1; SCN11A; SCN10A; MMP8; SCN7A; MMP13
epithelioid hemangioendothelioma,TUBB; TUBB8; TUBB1; TUBB2B; TUBB3; MAP2K2; TUBB2A; MAP2K1; TUBB4A; TUBB6; TUBB4B
erectile dysfunction,GUCY1B1; ROCK1; DRD4; ADRA1A; ROCK2; PDE5A; DRD2; DRD3; AR; nan; PTGER1; ADRA1B; ADRA2C; ADRA2B; ADRB1; ESR1; SNAP25; ADRA2A; ADRB2; SLC6A4; PTGER2; ESR2; MC4R; ADRA1D
erythromelalgia,SCN4A; SCN2A; SLC6A2; SCN9A; SCN7A; SCN11A; SCN8A; SLC6A4; SCN1A; SCN3A; SCN5A; SCN10A
esophageal adenocarcinoma,HDAC9; RRM2B; HDAC6; KDR; HDAC3; TUBB6; TUBB4B; PDCD1; TUBB; TUBB8; HDAC7; TUBB1; FLT1; HDAC5; HDAC1; CD274; TUBB2A; TUBB2B; ERBB2; HDAC8; HDAC11; CTLA4; TYMS; ADRB1; HDAC4; HDAC10; VEGFA; RRM1; ADRB2; TOP1; TUBB3; FLT4; TUBB4A; EGFR; IL6R; HDAC2; TXNRD1
esophageal cancer,POLA2; GABRA1; PIK3CB; CD40; FLT1; TUBB4A; ATP4A; CDK6; GABRA4; FRK; VEGFA; PDGFRB; CRBN; KDR; IL2RA; PDGFRA; TUBB2A; TUBB2B; KIF11; CHRNA1; PRIM2; EGFR; GABRA2; KIT; GABRB1; DDB1; CHRNB1; CDK1; KCNK3; PIK3CD; POLD4; TUBB6; TYMS; GABRG3; GABRA5; KCNK18; TUBB4B; DPYD; TUBB; CHRNG; CSF2RA; TOP1; DHFR; TUBB8; BTK; GABRA3; FLT4; PTGS2; FGFR1; GABRP; PIK3R2; POLD2; ODC1; CSF3R; TEK; CD274; PIK3CA; RAF1; CDK7; CDK4; CUL4A; EPHA2; PIK3R1; GABRB2; POLE3; GART; GABRG1; MAPK11; TUBB3; GABRQ; FGFR2; PSMB5; TUBB1; GABRE; PIK3CG; PIK3R3; TOP2A; PIK3R5; ERBB2; CTLA4; RET; KCNK9; POLE; TIGIT; PDCD1; POLD1; POLD3; KCNK2; PTGS1; ABL1; IL2RB; RBX1; KCNK10; POLE2; POLA1; CHRNE; GABRG2; FLT3; CDK2; CHRND; CDK9; SLC6A3; GABRA6; GLRA1; BRAF; DDR2; GABRB3; RRM1; RRM2; CSF1R; GABRD; PRIM1; NTRK1
esophageal carcinoma,TGFB2; TUBB1; TGFB1; VEGFA; NR3C1; TUBB2A; TYMS; TUBB4B; PDCD1; TUBB3; TUBB8; FLT4; TUBB4A; TGFB3; CD274; KDR; RRM2; TUBB; TOP1; DHFR; RRM2B; TUBB2B; EGFR; KIT; GART; CTLA4; RRM1; TUBB6; DPYD; PDGFRB; SERPINC1; SNAP25
esophageal small cell neuroendocrine carcinoma,TUBB1; TUBB4A; TUBB6; TUBB4B; PDCD1; TUBB; TUBB2A; TUBB2B; TUBB3; TUBB8
esophageal squamous cell carcinoma,NDUFS1; FLT4; TUBB1; TUBB4A; NDUFS8; NDUFS7; NDUFB3; CD274; NDUFA1; KDR; NDUFA5; PDGFRA; CDK4; NDUFB5; TUBB2A; TUBB2B; NDUFAF1; NDUFB10; NDUFC2; NDUFB8; TUBB6; TYMS; NDUFB1; NDUFA6; TUBB4B; PDCD1; MT-ND6; TOP1; MT-ND4L; NDUFS3; TUBB3; TUBB8; NDUFAB1; NDUFB2; NDUFB7; NDUFC1; GPD2; FLT3; NDUFAF4; NDUFA10; NDUFA9; ERBB2; NDUFB9; KIT; NDUFAF2; NDUFS4; NDUFAF3; NDUFA12; NDUFB4; FLT1; CDK6; HAVCR2; EGFR; NDUFS5; NDUFA3; NDUFA11; ERBB4; TIGIT; NDUFA13; TUBB; MT-ND4; NDUFA7; ERBB3; PDGFRB; NDUFA8; DNMT3A; DNMT1; NDUFA2; NDUFS6; NDUFB11; NDUFS2; NDUFV3; CTLA4; NDUFB6; NDUFV1; NDUFV2; NDUFA4L2; DPYD; NDUFA4; MT-ND2; MT-ND5; MT-ND3; MT-ND1
esophageal varices,AVPR2; SSTR2; SSTR3; ADRB1; SSTR1; SSTR5; AVPR1A; ADRB2; AVPR1B; SSTR4; ADRA1B; ADRA1D; ADRB3; ADRA1A
essential hypertension,SLC12A3; SLC12A1; ADRA1A; MTNR1B; PDE5A; ENPEP; REN; CACNA1C; EDNRA; NR3C2; CACNA1D; XDH; CYP11B1; ADRB1; CACNA1S; CACNA1F; HMGCR; SLC5A2; ACE; ADRB2; ADRB3; MME; SCNN1A; EDNRB; AGTR1; ADRA1D; MTNR1A; ADRA1B
essential thrombocythemia,PTGS2; PTGS1; JAK2; NTRK3; IFNAR1; PDE3B; FNTA; PDE3A; FNTB; HDAC6; NR3C1; CUL4A; TP53; IFNAR2; JAK1; RRM2; KDM1A; RBX1; CRBN; MDM2; NTRK2; HDAC1; FLT3; TERT; RET; DDB1; HDAC3; HDAC2; NTRK1
essential tremor,GABRA3; ADRB1; GABRE; CA2; GABRA4; PDGFRB; GRIA2; GRIA3; SNAP25; SCN7A; SCN1A; GABRB2; GRIK4; DRD3; GABRB1; ADRB2; GRIK1; SCN8A; SCN4A; FLT4; GABRP; GRIN2D; GRIN3B; GABRA6; GABRA2; SCN3A; GRIA1; GABRB3; GABRG3; SCN10A; GABBR1; CACNA1G; GABRA1; DRD4; GRIK5; GABRG2; GABBR2; KIT; GRIN2C; GRIK2; CA4; SCN9A; GRIN2A; GABRA5; GABRD; CACNA1H; GRIN3A; GRIN2B; CACNA1I; KDR; SCN2A; DRD2; GRIA4; CACNA2D1; GABRG1; GRIK3; SCN11A; GRIN1; SCN5A; PDCD1; GABRQ
extragonadal germ cell tumor,TUBB1; TUBB4A; CSF3R; TUBB2B; TUBB4B; TUBB8; TUBB2A; TUBB; TUBB3; TOP2B; TOP2A; TUBB6
extranodal nasal NK/T cell lymphoma,POLA2; POLD1; TOP2B; POLD3; FKBP1A; POLE2; POLA1; JAK3; NR3C1; CRBN; CD274; TOP2A; IL2RA; JAK1; RRM1; POLD4; IMPDH2; RBX1; POLD2; DNMT1; PRIM2; POLE3; DDB1; POLE; PRIM1; DHFR; TYK2; PDCD1; JAK2; IMPDH1; VEGFA; DNMT3A; CUL4A; CD52
extraskeletal myxoid chondrosarcoma,FLT1; KDR; FGFR1; ITK; PDGFRB; PDGFRA; FLT4; TOP2A; KIT; CSF1R; LCK; FGFR3
eye disease,LAMA3; LAMC2; LAMB4; LAMA1; COL2A1; NTRK3; COL6A1; COL6A2; NTRK2; COL4A3; ADRA1B; COL4A5; COL27A1; COL15A1; COL6A6; ITGAL; LAMC3; COL5A3; COL4A4; OPRM1; NR3C1; FN1; SERPINC1; COL5A1; LAMC1; ITGB2; COL6A3; COL1A2; LAMB2; COL6A5; COL4A6; COL11A2; ADRB1; COL11A1; LAMB1; CA2; LAMA4; OPRD1; PLG; COL4A2; COL3A1; AR; ADRB2; COL24A1; ADRA1D; PPIA; LAMB3; NTRK1; COL5A2; OPRK1; FKBP1A; COL1A1; RPE65; ADRA1A; LAMA5; CHRM3; COL18A1; COL4A1; LAMA2; COL28A1
fallopian tube cancer,POLA2; FLT4; ERBB3; ESR1; ANGPT2; IL2RB; RBX1; TUBB1; POLA1; TLR8; TUBB4A; VEGFA; PDGFRB; NDUFS7; PRKD3; F3; NDUFB3; NDUFA8; DNMT3A; NDUFA1; DNMT1; TOP2A; PDGFRA; TUBB2A; TUBB2B; NDUFAF1; CUL4A; NDUFB10; PDPK1; PARP1; EGFR; HDAC8; NDUFB11; NDUFB9; NDUFC2; KIT; NDUFV3; DDR2; NDUFAF2; NDUFS4; WEE1; PRKCB; RRM1; NDUFV1; NDUFA11; TUBB6; TYMS; EPHB3; EPHA10; NDUFB1; TOP1MT; MAPK11; TUBB4B; TUBB; EPHB4; MT-ND4L; DHFR; NDUFAB1; POLD1; PRKCZ; EPHA8; POLD3; NDUFB2; POLE2; FLT1; FRK; NR3C1; HDAC1; CSF3R; TEK; CD274; PRKCG; KDR; PARP2; NDUFA2; RAF1; EPHB2; IL2RA; NDUFA9; EPHA2; EPHA5; NDUFS6; PRIM2; ANGPT1; PRKCA; XDH; NDUFS2; IFNGR2; GART; PRKCI; RET; DDB1; MAP2K1; AR; HDAC3; ERBB4; MUC16; LCK; PRKD1; NDUFA6; NDUFA4L2; BCR; EPOR; PDCD1; TLR7; SRC; MT-ND4; TUBB8; PRKCH; PARP3; NDUFB4; PRKCQ; FGFR2; FGFR3; FGFR1; AURKA; ABL1; NDUFB7; HDAC10; CDK6; EPHB6; POLD2; HDAC5; GNRHR; FOLR1; OPRM1; CRBN; EPHA4; FLT3; NDUFAF4; MAP2K2; EPHA7; CDK4; ERBB2; EPHA1; POLE3; EDNRA; EPHB1; BRAF; NDUFS5; NDUFA3; POLD4; POLE; NDUFAF3; NDUFV2; CSF1R; PPIA; PRIM1; MT-ND2; MT-ND5; MT-ND3; MT-ND1; NDUFS3; TUBB3; NDUFS1; IFNGR1; EPHA3; HDAC9; HDAC7; HDAC4; EPHA6; PGR; HDAC6; PTK6; NDUFC1; NDUFS8; ITK; GPD2; CDK2; NDUFA5; NDUFA10; NDUFB5; CYP19A1; CHEK1; FGFR4; HDAC11; PRKCD; NDUFB6; NDUFB8; PRKCE; NDUFA12; NDUFA13; NDUFA4; HDAC2; CSF2RA; NTRK1; MT-ND6; TOP1; NDUFA7
familial Mediterranean fever,TUBB1; IL1B; TUBB2A; TUBB6; TUBB4A; IL1R1; TUBB4B; TUBB; TUBB2B; TUBB8; IL6R; TUBB3
familial hypercholesterolemia,NPC1L1; APOB; HMGCR; ACLY; CACNA1C; PCSK9; CETP; MTTP; THRB; P4HB; CACNA1S; CACNA1F; ANGPTL3; CACNA1D; PTGDR
female breast carcinoma,KCNK2; GABRG2; ESR2; GABRA6; KCNK3; GABRA5; GABRQ; ESR1; GABRP; GABRE; CDK4; GABRA2; GABRB1; KCNK9; KCNK18; GABRD; GABRA3; CDK6; GLRA1; GABRG1; GABRB3; GABRG3; GABRA1; KCNK10; GABRA4; CYP19A1; GABRB2
